B73_Cluster	B73_Genes	PH207_Cluster	PH207_Genes
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1517	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Cluster_1254	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338
Cluster_1518	Zm00001d046153,Zm00001d046166	NA	Zm00008a034317
Cluster_1519	Zm00001d046158,Zm00001d046161	NA	Zm00008a034321
Cluster_1520	Zm00001d046184,Zm00001d046186,Zm00001d046187	Cluster_1253	Zm00008a034293,Zm00008a034298,Zm00008a034303
Cluster_1520	Zm00001d046184,Zm00001d046186,Zm00001d046187	Cluster_1253	Zm00008a034293,Zm00008a034298,Zm00008a034303
Cluster_1520	Zm00001d046184,Zm00001d046186,Zm00001d046187	Cluster_1253	Zm00008a034293,Zm00008a034298,Zm00008a034303
Cluster_1520	Zm00001d046184,Zm00001d046186,Zm00001d046187	Cluster_1253	Zm00008a034293,Zm00008a034298,Zm00008a034303
Cluster_1521	Zm00001d046242,Zm00001d046243	Cluster_1252	Zm00008a034251,Zm00008a034253
Cluster_1522	Zm00001d046314,Zm00001d046315,Zm00001d046316	NA	Zm00008a034443
Cluster_1522	Zm00001d046314,Zm00001d046315,Zm00001d046316	NA	Zm00008a034443
Cluster_1522	Zm00001d046314,Zm00001d046315,Zm00001d046316	NA	Zm00008a034443
Cluster_1523	Zm00001d046318,Zm00001d046319,Zm00001d046322	Cluster_1261	Zm00008a034445,Zm00008a034446,Zm00008a034450
Cluster_1523	Zm00001d046318,Zm00001d046319,Zm00001d046322	Cluster_1261	Zm00008a034445,Zm00008a034446,Zm00008a034450
Cluster_1523	Zm00001d046318,Zm00001d046319,Zm00001d046322	Cluster_1261	Zm00008a034445,Zm00008a034446,Zm00008a034450
Cluster_1524	Zm00001d046342,Zm00001d046344	Cluster_1263	Zm00008a034463,Zm00008a034464
Cluster_1524	Zm00001d046342,Zm00001d046344	Cluster_1263	Zm00008a034463,Zm00008a034464
Cluster_1525	Zm00001d046460,Zm00001d046466,Zm00001d046473	NA	Zm00008a034564
Cluster_1525	Zm00001d046460,Zm00001d046466,Zm00001d046473	Cluster_1264	Zm00008a034553,Zm00008a034557,Zm00008a034568
Cluster_1525	Zm00001d046460,Zm00001d046466,Zm00001d046473	Cluster_1264	Zm00008a034553,Zm00008a034557,Zm00008a034568
Cluster_1526	Zm00001d046490,Zm00001d046491	Cluster_1265	Zm00008a034578,Zm00008a034579
Cluster_1526	Zm00001d046490,Zm00001d046491	Cluster_1265	Zm00008a034578,Zm00008a034579
Cluster_1527	Zm00001d046492,Zm00001d046493	Cluster_1266	Zm00008a034580,Zm00008a034581
Cluster_1527	Zm00001d046492,Zm00001d046493	Cluster_1266	Zm00008a034580,Zm00008a034581
Cluster_1528	Zm00001d046517,Zm00001d046518,Zm00001d046519	Cluster_1267	Zm00008a034596,Zm00008a034597
Cluster_1528	Zm00001d046517,Zm00001d046518,Zm00001d046519	Cluster_1267	Zm00008a034596,Zm00008a034597
Cluster_1528	Zm00001d046517,Zm00001d046518,Zm00001d046519	Cluster_1267	Zm00008a034596,Zm00008a034597
Cluster_1529	Zm00001d046526,Zm00001d046527	Cluster_1268	Zm00008a034604,Zm00008a034605,Zm00008a034606
Cluster_1529	Zm00001d046526,Zm00001d046527	Cluster_1268	Zm00008a034604,Zm00008a034605,Zm00008a034606
Cluster_1530	Zm00001d046604,Zm00001d046610	Cluster_1270	Zm00008a034657,Zm00008a034658
Cluster_1530	Zm00001d046604,Zm00001d046610	Cluster_1270	Zm00008a034657,Zm00008a034658
Cluster_1530	Zm00001d046604,Zm00001d046610	Cluster_1270	Zm00008a034657,Zm00008a034658
Cluster_1531	Zm00001d046649,Zm00001d046651	NA	Zm00008a034688
Cluster_1531	Zm00001d046649,Zm00001d046651	NA	Zm00008a034688
Cluster_1532	Zm00001d046667,Zm00001d046668	Cluster_1271	Zm00008a034702,Zm00008a034703
Cluster_1532	Zm00001d046667,Zm00001d046668	Cluster_1271	Zm00008a034702,Zm00008a034703
Cluster_1533	Zm00001d046673,Zm00001d046675	Cluster_1272	Zm00008a034708,Zm00008a034709
Cluster_1533	Zm00001d046673,Zm00001d046675	Cluster_1272	Zm00008a034708,Zm00008a034709
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	NA	Zm00008a034735
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1534	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046706,Zm00001d046711,Zm00001d046713,Zm00001d046714	Cluster_1273	Zm00008a034725,Zm00008a034726,Zm00008a034732,Zm00008a034733,Zm00008a034734,Zm00008a034736,Zm00008a034737
Cluster_1535	Zm00001d046743,Zm00001d046745,Zm00001d046746	Cluster_1274	Zm00008a034761,Zm00008a034762,Zm00008a034763
Cluster_1535	Zm00001d046743,Zm00001d046745,Zm00001d046746	Cluster_1274	Zm00008a034761,Zm00008a034762,Zm00008a034763
Cluster_1535	Zm00001d046743,Zm00001d046745,Zm00001d046746	Cluster_1274	Zm00008a034761,Zm00008a034762,Zm00008a034763
Cluster_1536	Zm00001d046765,Zm00001d046766	Cluster_1275	Zm00008a034777,Zm00008a034778
Cluster_1536	Zm00001d046765,Zm00001d046766	Cluster_1275	Zm00008a034777,Zm00008a034778
Cluster_1537	Zm00001d046800,Zm00001d046801	Cluster_1276	Zm00008a034802,Zm00008a034803
Cluster_1537	Zm00001d046800,Zm00001d046801	Cluster_1276	Zm00008a034802,Zm00008a034803
Cluster_1538	Zm00001d046812,Zm00001d046813	NA	Zm00008a034811
Cluster_1538	Zm00001d046812,Zm00001d046813	NA	Zm00008a034811
Cluster_1539	Zm00001d046828,Zm00001d046831	Cluster_1277	Zm00008a034821,Zm00008a034822
Cluster_1539	Zm00001d046828,Zm00001d046831	Cluster_1277	Zm00008a034821,Zm00008a034822
Cluster_1539	Zm00001d046828,Zm00001d046831	Cluster_1277	Zm00008a034821,Zm00008a034822
Cluster_1542	Zm00001d046846,Zm00001d046859	Cluster_1278	Zm00008a034832,Zm00008a034839
Cluster_1542	Zm00001d046846,Zm00001d046859	Cluster_1278	Zm00008a034832,Zm00008a034839
Cluster_1543	Zm00001d046875,Zm00001d046881	NA	Zm00008a034844
Cluster_1543	Zm00001d046875,Zm00001d046881	NA	Zm00008a034844
Cluster_1545	Zm00001d046925,Zm00001d046926	NA	Zm00008a034872
Cluster_1545	Zm00001d046925,Zm00001d046926	Cluster_1279	Zm00008a034873,Zm00008a034884
Cluster_1546	Zm00001d046986,Zm00001d046993	NA	Zm00008a034927
Cluster_1547	Zm00001d047028,Zm00001d047030	Cluster_1280	Zm00008a034947,Zm00008a034948
Cluster_1547	Zm00001d047028,Zm00001d047030	Cluster_1280	Zm00008a034947,Zm00008a034948
Cluster_1548	Zm00001d047064,Zm00001d047066	Cluster_1281	Zm00008a034970,Zm00008a034972
Cluster_1548	Zm00001d047064,Zm00001d047066	Cluster_1281	Zm00008a034970,Zm00008a034972
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	NA	Zm00008a035027
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1549	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047094,Zm00001d047096	Cluster_1282	Zm00008a035022,Zm00008a035023,Zm00008a035024,Zm00008a035026,Zm00008a035029,Zm00008a035030,Zm00008a035032
Cluster_1550	Zm00001d047097,Zm00001d047099	Cluster_1283	Zm00008a035034,Zm00008a035035
Cluster_1550	Zm00001d047097,Zm00001d047099	Cluster_1283	Zm00008a035034,Zm00008a035035
Cluster_1550	Zm00001d047097,Zm00001d047099	Cluster_1283	Zm00008a035034,Zm00008a035035
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	NA	Zm00008a035045
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	NA	Zm00008a035049
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	NA	Zm00008a035049
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	Cluster_1284	Zm00008a035046,Zm00008a035051
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	Cluster_1284	Zm00008a035046,Zm00008a035051
Cluster_1551	Zm00001d047111,Zm00001d047113,Zm00001d047114,Zm00001d047115,Zm00001d047116,Zm00001d047117	Cluster_1284	Zm00008a035046,Zm00008a035051
Cluster_1552	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Cluster_1285	Zm00008a035063,Zm00008a035064
Cluster_1552	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Cluster_1285	Zm00008a035063,Zm00008a035064
Cluster_1552	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Cluster_1285	Zm00008a035063,Zm00008a035064
Cluster_1552	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147	Cluster_1285	Zm00008a035063,Zm00008a035064
Cluster_1553	Zm00001d047192,Zm00001d047194	Cluster_1287	Zm00008a035103,Zm00008a035104
Cluster_1553	Zm00001d047192,Zm00001d047194	Cluster_1287	Zm00008a035103,Zm00008a035104
Cluster_1554	Zm00001d047210,Zm00001d047211,Zm00001d047212	Cluster_1288	Zm00008a035119,Zm00008a035120
Cluster_1554	Zm00001d047210,Zm00001d047211,Zm00001d047212	Cluster_1288	Zm00008a035119,Zm00008a035120
Cluster_1554	Zm00001d047210,Zm00001d047211,Zm00001d047212	Cluster_1288	Zm00008a035119,Zm00008a035120
Cluster_1554	Zm00001d047210,Zm00001d047211,Zm00001d047212	Cluster_1288	Zm00008a035119,Zm00008a035120
Cluster_1555	Zm00001d047218,Zm00001d047219	NA	Zm00008a035127
Cluster_1556	Zm00001d047223,Zm00001d047235	Cluster_1289	Zm00008a035131,Zm00008a035135
Cluster_1556	Zm00001d047223,Zm00001d047235	Cluster_1289	Zm00008a035131,Zm00008a035135
Cluster_1556	Zm00001d047223,Zm00001d047235	Cluster_1289	Zm00008a035131,Zm00008a035135
Cluster_1557	Zm00001d047231,Zm00001d047232	Cluster_1290	Zm00008a035133,Zm00008a035134
Cluster_1557	Zm00001d047231,Zm00001d047232	Cluster_1290	Zm00008a035133,Zm00008a035134
Cluster_1557	Zm00001d047231,Zm00001d047232	Cluster_1290	Zm00008a035133,Zm00008a035134
Cluster_1558	Zm00001d047330,Zm00001d047333,Zm00001d047334	Cluster_1291	Zm00008a035210,Zm00008a035215
Cluster_1558	Zm00001d047330,Zm00001d047333,Zm00001d047334	Cluster_1291	Zm00008a035210,Zm00008a035215
Cluster_1558	Zm00001d047330,Zm00001d047333,Zm00001d047334	Cluster_1291	Zm00008a035210,Zm00008a035215
Cluster_1559	Zm00001d047392,Zm00001d047395	Cluster_1292	Zm00008a035247,Zm00008a035248
Cluster_1559	Zm00001d047392,Zm00001d047395	Cluster_1292	Zm00008a035247,Zm00008a035248
Cluster_1559	Zm00001d047392,Zm00001d047395	Cluster_1292	Zm00008a035247,Zm00008a035248
Cluster_1560	Zm00001d047404,Zm00001d047407	NA	Zm00008a035252
Cluster_1560	Zm00001d047404,Zm00001d047407	NA	Zm00008a035252
Cluster_1563	Zm00001d047417,Zm00001d047418	NA	Zm00008a035256
Cluster_1563	Zm00001d047417,Zm00001d047418	NA	Zm00008a035255
Cluster_1563	Zm00001d047417,Zm00001d047418	NA	Zm00008a035257
Cluster_1564	Zm00001d047424,Zm00001d047425	Cluster_1293	Zm00008a035265,Zm00008a035267
Cluster_1564	Zm00001d047424,Zm00001d047425	Cluster_1293	Zm00008a035265,Zm00008a035267
Cluster_1565	Zm00001d047542,Zm00001d047548,Zm00001d047553	Cluster_1295	Zm00008a035391,Zm00008a035393
Cluster_1565	Zm00001d047542,Zm00001d047548,Zm00001d047553	Cluster_1295	Zm00008a035391,Zm00008a035393
Cluster_1565	Zm00001d047542,Zm00001d047548,Zm00001d047553	Cluster_1295	Zm00008a035391,Zm00008a035393
Cluster_1566	Zm00001d047543,Zm00001d047549	NA	Zm00008a035392
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	NA	Zm00008a035458
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1568	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658	Cluster_1297	Zm00008a035463,Zm00008a035466,Zm00008a035469,Zm00008a035471
Cluster_1569	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657	NA	Zm00008a035464
Cluster_1569	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657	Cluster_1296	Zm00008a035455,Zm00008a035457,Zm00008a035468,Zm00008a035470,Zm00008a035472
Cluster_1570	Zm00001d047737,Zm00001d047738	NA	Zm00008a035535
Cluster_1570	Zm00001d047737,Zm00001d047738	NA	Zm00008a035535
Cluster_1573	Zm00001d047884,Zm00001d047885,Zm00001d047886,Zm00001d047887	Cluster_1301	Zm00008a035657,Zm00008a035658,Zm00008a035659,Zm00008a035660
Cluster_1573	Zm00001d047884,Zm00001d047885,Zm00001d047886,Zm00001d047887	Cluster_1301	Zm00008a035657,Zm00008a035658,Zm00008a035659,Zm00008a035660
Cluster_1573	Zm00001d047884,Zm00001d047885,Zm00001d047886,Zm00001d047887	Cluster_1301	Zm00008a035657,Zm00008a035658,Zm00008a035659,Zm00008a035660
Cluster_1573	Zm00001d047884,Zm00001d047885,Zm00001d047886,Zm00001d047887	Cluster_1301	Zm00008a035657,Zm00008a035658,Zm00008a035659,Zm00008a035660
Cluster_1575	Zm00001d047916,Zm00001d047917	NA	Zm00008a035690
Cluster_1575	Zm00001d047916,Zm00001d047917	NA	Zm00008a035691
Cluster_1576	Zm00001d047933,Zm00001d047934	Cluster_1302	Zm00008a035700,Zm00008a035701
Cluster_1576	Zm00001d047933,Zm00001d047934	Cluster_1302	Zm00008a035700,Zm00008a035701
Cluster_1577	Zm00001d047938,Zm00001d047939	Cluster_1303	Zm00008a035704,Zm00008a035705
Cluster_1577	Zm00001d047938,Zm00001d047939	Cluster_1303	Zm00008a035704,Zm00008a035705
Cluster_1578	Zm00001d048009,Zm00001d048010	NA	Zm00008a035764
Cluster_1578	Zm00001d048009,Zm00001d048010	NA	Zm00008a035764
Cluster_1579	Zm00001d048053,Zm00001d048054	Cluster_1307	Zm00008a035807,Zm00008a035811
Cluster_1579	Zm00001d048053,Zm00001d048054	Cluster_1307	Zm00008a035807,Zm00008a035811
Cluster_1580	Zm00001d048063,Zm00001d048064	NA	Zm00008a035816
Cluster_1580	Zm00001d048063,Zm00001d048064	NA	Zm00008a035816
Cluster_1580	Zm00001d048063,Zm00001d048064	NA	Zm00008a035817
Cluster_1581	Zm00001d048135,Zm00001d048136	NA	Zm00008a035884
Cluster_1581	Zm00001d048135,Zm00001d048136	NA	Zm00008a035884
Cluster_1582	Zm00001d048151,Zm00001d048152	Cluster_1309	Zm00008a035898,Zm00008a035899
Cluster_1582	Zm00001d048151,Zm00001d048152	Cluster_1309	Zm00008a035898,Zm00008a035899
Cluster_1583	Zm00001d048157,Zm00001d048158,Zm00001d048159	Cluster_1310	Zm00008a035905,Zm00008a035906
Cluster_1583	Zm00001d048157,Zm00001d048158,Zm00001d048159	Cluster_1310	Zm00008a035905,Zm00008a035906
Cluster_1583	Zm00001d048157,Zm00001d048158,Zm00001d048159	Cluster_1310	Zm00008a035905,Zm00008a035906
Cluster_1584	Zm00001d048166,Zm00001d048169	NA	Zm00008a035911
Cluster_1584	Zm00001d048166,Zm00001d048169	NA	Zm00008a035911
Cluster_1585	Zm00001d048187,Zm00001d048189	NA	Zm00008a035927
Cluster_1586	Zm00001d048191,Zm00001d048192	Cluster_1312	Zm00008a035929,Zm00008a035930
Cluster_1586	Zm00001d048191,Zm00001d048192	Cluster_1312	Zm00008a035929,Zm00008a035930
Cluster_1587	Zm00001d048205,Zm00001d048207	Cluster_1313	Zm00008a035942,Zm00008a035944,Zm00008a035946
Cluster_1587	Zm00001d048205,Zm00001d048207	Cluster_1313	Zm00008a035942,Zm00008a035944,Zm00008a035946
Cluster_1587	Zm00001d048205,Zm00001d048207	Cluster_1313	Zm00008a035942,Zm00008a035944,Zm00008a035946
Cluster_1588	Zm00001d048222,Zm00001d048223	NA	Zm00008a035958
Cluster_1588	Zm00001d048222,Zm00001d048223	NA	Zm00008a035958
Cluster_1589	Zm00001d048252,Zm00001d048255	Cluster_1315	Zm00008a035981,Zm00008a035985
Cluster_1589	Zm00001d048252,Zm00001d048255	Cluster_1315	Zm00008a035981,Zm00008a035985
Cluster_1590	Zm00001d048253,Zm00001d048256	Cluster_1316	Zm00008a035982,Zm00008a035983,Zm00008a035986
Cluster_1590	Zm00001d048253,Zm00001d048256	Cluster_1316	Zm00008a035982,Zm00008a035983,Zm00008a035986
Cluster_1591	Zm00001d048263,Zm00001d048268	NA	Zm00008a035993
Cluster_1592	Zm00001d048279,Zm00001d048280	Cluster_1317	Zm00008a035999,Zm00008a036000
Cluster_1592	Zm00001d048279,Zm00001d048280	Cluster_1317	Zm00008a035999,Zm00008a036000
Cluster_1593	Zm00001d048288,Zm00001d048289	NA	Zm00008a036007
Cluster_1593	Zm00001d048288,Zm00001d048289	NA	Zm00008a036007
Cluster_1594	Zm00001d048296,Zm00001d048297	Cluster_1318	Zm00008a036014,Zm00008a036015
Cluster_1594	Zm00001d048296,Zm00001d048297	Cluster_1318	Zm00008a036014,Zm00008a036015
Cluster_1595	Zm00001d048303,Zm00001d048306	NA	Zm00008a036022
Cluster_1595	Zm00001d048303,Zm00001d048306	NA	Zm00008a036022
Cluster_1596	Zm00001d048341,Zm00001d048342	NA	Zm00008a036054
Cluster_1596	Zm00001d048341,Zm00001d048342	NA	Zm00008a036054
Cluster_1597	Zm00001d048353,Zm00001d048354	NA	Zm00008a036063
Cluster_1597	Zm00001d048353,Zm00001d048354	NA	Zm00008a036063
Cluster_1598	Zm00001d048387,Zm00001d048389	NA	Zm00008a036088
Cluster_1598	Zm00001d048387,Zm00001d048389	NA	Zm00008a036091
Cluster_1599	Zm00001d048416,Zm00001d048417	NA	Zm00008a036113
Cluster_1599	Zm00001d048416,Zm00001d048417	NA	Zm00008a036113
Cluster_1600	Zm00001d048484,Zm00001d048492	NA	Zm00008a036179
Cluster_1601	Zm00001d048521,Zm00001d048522	NA	Zm00008a036210
Cluster_1601	Zm00001d048521,Zm00001d048522	NA	Zm00008a036211
Cluster_1602	Zm00001d048558,Zm00001d048559,Zm00001d048560	Cluster_1320	Zm00008a036250,Zm00008a036251,Zm00008a036252
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	NA	Zm00008a014853
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	NA	Zm00008a014853
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	NA	Zm00008a014853
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	NA	Zm00008a014853
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	Cluster_0574	Zm00008a014846,Zm00008a014852
Cluster_1603	Zm00001d048588,Zm00001d048600,Zm00001d048601,Zm00001d048602,Zm00001d048603,Zm00001d048604	Cluster_0574	Zm00008a014846,Zm00008a014852
Cluster_1604	Zm00001d048592,Zm00001d048593	Cluster_0575	Zm00008a014848,Zm00008a014849
Cluster_1604	Zm00001d048592,Zm00001d048593	Cluster_0575	Zm00008a014848,Zm00008a014849
Cluster_1605	Zm00001d048639,Zm00001d048640	NA	Zm00008a014888
Cluster_1605	Zm00001d048639,Zm00001d048640	NA	Zm00008a014888
Cluster_1606	Zm00001d048656,Zm00001d048660	Cluster_0579	Zm00008a014897,Zm00008a014898,Zm00008a014900,Zm00008a014903
Cluster_1606	Zm00001d048656,Zm00001d048660	Cluster_0579	Zm00008a014897,Zm00008a014898,Zm00008a014900,Zm00008a014903
Cluster_1607	Zm00001d048663,Zm00001d048665	NA	Zm00008a014906
Cluster_1607	Zm00001d048663,Zm00001d048665	NA	Zm00008a014908
Cluster_1608	Zm00001d048681,Zm00001d048682	NA	Zm00008a014918
Cluster_1608	Zm00001d048681,Zm00001d048682	NA	Zm00008a014918
Cluster_1609	Zm00001d048702,Zm00001d048703,Zm00001d048705,Zm00001d048710	Cluster_0582	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943
Cluster_1609	Zm00001d048702,Zm00001d048703,Zm00001d048705,Zm00001d048710	Cluster_0582	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943
Cluster_1609	Zm00001d048702,Zm00001d048703,Zm00001d048705,Zm00001d048710	Cluster_0582	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943
Cluster_1609	Zm00001d048702,Zm00001d048703,Zm00001d048705,Zm00001d048710	Cluster_0582	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943
Cluster_1610	Zm00001d048707,Zm00001d048711	Cluster_0583	Zm00008a014941,Zm00008a014945
Cluster_1610	Zm00001d048707,Zm00001d048711	Cluster_0583	Zm00008a014941,Zm00008a014945
Cluster_1611	Zm00001d048719,Zm00001d048720	NA	Zm00008a014950
Cluster_1611	Zm00001d048719,Zm00001d048720	NA	Zm00008a014950
Cluster_1612	Zm00001d048723,Zm00001d048726	Cluster_0584	Zm00008a014953,Zm00008a014955
Cluster_1612	Zm00001d048723,Zm00001d048726	Cluster_0584	Zm00008a014953,Zm00008a014955
Cluster_1613	Zm00001d048727,Zm00001d048728,Zm00001d048729	NA	Zm00008a014956
Cluster_1613	Zm00001d048727,Zm00001d048728,Zm00001d048729	NA	Zm00008a014956
Cluster_1613	Zm00001d048727,Zm00001d048728,Zm00001d048729	NA	Zm00008a014957
Cluster_1614	Zm00001d048746,Zm00001d048748,Zm00001d048752,Zm00001d048754,Zm00001d048757	Cluster_0585	Zm00008a014972,Zm00008a014973
