Duplicate_ID	Ancestral_Gene	B1_Genes	B2_Genes	P1_Genes	P2_Genes	B1_Ages	B2_Ages	P1_Ages	P2_Ages
Syntenic_Dup_1718	Sobic.003G279800	Zm00001d043625,Zm00001d043632	NA	Zm00008a013968,Zm00008a013970	NA	11.718760144	NA	2.2599376265	NA
Syntenic_Dup_1719	Sobic.003G277800	Zm00001d043650,Zm00001d043651	NA	Zm00008a013979,Zm00008a013980	NA	11.7275509877	NA	11.7275509877	NA
Syntenic_Dup_1720	Sobic.003G274400	Zm00001d043682,Zm00001d043683	Zm00001d011705	Zm00008a014007	Zm00008a032359	9.40679019319	NA	NA	NA
Syntenic_Dup_1721	Sobic.003G271800	Zm00001d043709	NA	Zm00008a014028,Zm00008a014029	NA	NA	NA	11.7275713956	NA
Syntenic_Dup_1722	Sobic.003G271600	Zm00001d043710	NA	Zm00008a014028,Zm00008a014029	NA	NA	NA	11.7374785032	NA
Syntenic_Dup_1723	Sobic.003G268900	Zm00001d043738,Zm00001d043740,Zm00001d043741,Zm00001d043742	Zm00001d011654,Zm00001d011655,Zm00001d011656	Zm00008a014055	Zm00008a032326	1.88912313806,11.7289716132,7.06627564885	7.06627564885,11.7289716132	NA	NA
Syntenic_Dup_1724	Sobic.003G267700	Zm00001d043762,Zm00001d043766	Zm00001d011644	Zm00008a014064,Zm00008a014067	Zm00008a032318	11.7281637272	NA	9.79308971684	NA
Syntenic_Dup_1725	Sobic.003G267100	Zm00001d043762,Zm00001d043766	NA	Zm00008a014064,Zm00008a014067	NA	11.7406891397	NA	11.7406891397	NA
Syntenic_Dup_1726	Sobic.003G266600	Zm00001d043770	Zm00001d011642	Zm00008a014070,Zm00008a014072	Zm00008a032315	NA	NA	11.7369723623	NA
Syntenic_Dup_1727	Sobic.003G266500	Zm00001d043771	Zm00001d011642	Zm00008a014070,Zm00008a014072	Zm00008a032315	NA	NA	11.714092262	NA
Syntenic_Dup_1728	Sobic.003G264400	Zm00001d043787,Zm00001d043789,Zm00001d043795	NA	Zm00008a014094	NA	11.7458109956,7.52819722885	NA	NA	NA
Syntenic_Dup_1729	Sobic.003G262700	Zm00001d043798,Zm00001d043799	NA	Zm00008a014101,Zm00008a014102,Zm00008a014103	NA	1.22572736844	NA	1.85131767552,11.7237005136	NA
Syntenic_Dup_1730	Sobic.003G262900	Zm00001d043798,Zm00001d043799	Zm00001d011625,Zm00001d011626,Zm00001d011627,Zm00001d011628,Zm00001d011629	Zm00008a014101,Zm00008a014102,Zm00008a014103	Zm00008a032298	7.61542519038	7.61542519038,11.734005437,11.734005437,7.61542519038	8.28155312146,8.28155312146	NA
Syntenic_Dup_1731	Sobic.003G262600	Zm00001d043800	Zm00001d011625,Zm00001d011626,Zm00001d011627,Zm00001d011628,Zm00001d011629	Zm00008a014101,Zm00008a014102,Zm00008a014103	Zm00008a032297,Zm00008a032301,Zm00008a032303	NA	9.62806275512,5.81740683433,9.62806275512,9.62806275512	11.7128929472,11.7128929472	11.3019821043,0.240588715059
Syntenic_Dup_1732	Sobic.003G262100	Zm00001d043806,Zm00001d043808	Zm00001d011620	NA	NA	11.7481439961	NA	NA	NA
Syntenic_Dup_1733	Sobic.003G261900	Zm00001d043806,Zm00001d043808	NA	Zm00008a014112	NA	11.7545385488	NA	NA	NA
Syntenic_Dup_1734	Sobic.003G256000	Zm00001d043870,Zm00001d043871	NA	Zm00008a014157,Zm00008a014158	NA	11.739674601	NA	11.739674601	NA
Syntenic_Dup_1735	Sobic.003G255800	Zm00001d043870,Zm00001d043871	NA	Zm00008a014157,Zm00008a014158	NA	11.7546738798	NA	11.7546738798	NA
Syntenic_Dup_1736	Sobic.003G254900	Zm00001d043877	Zm00001d011589,Zm00001d011590	Zm00008a014164	Zm00008a032264,Zm00008a032266	NA	11.7380097878	NA	11.7380097878
Syntenic_Dup_1737	Sobic.003G251600	Zm00001d043923	Zm00001d011550,Zm00001d011551	Zm00008a014197	Zm00008a032232,Zm00008a032233	NA	11.7359357579	NA	6.48800899415
Syntenic_Dup_1738	Sobic.003G250900	Zm00001d043927,Zm00001d043928	NA	Zm00008a014201	NA	11.8457544027	NA	NA	NA
Syntenic_Dup_1739	Sobic.003G246700	Zm00001d043971	Zm00001d011514	Zm00008a014230,Zm00008a014231	Zm00008a032210	NA	NA	10.0508618869	NA
Syntenic_Dup_1740	Sobic.003G246400	Zm00001d043972	Zm00001d011513	Zm00008a014230,Zm00008a014231	Zm00008a032208	NA	NA	7.37030151497	NA
Syntenic_Dup_1741	Sobic.003G246000	Zm00001d043975,Zm00001d043980,Zm00001d043981	NA	Zm00008a014233,Zm00008a014237	NA	7.86552177816,11.7240896645	NA	4.22370392207	NA
Syntenic_Dup_1742	Sobic.003G245600	Zm00001d043985	Zm00001d011507	Zm00008a014240	Zm00008a032203,Zm00008a032209	NA	NA	NA	11.7289374135
Syntenic_Dup_1743	Sobic.003G242300	Zm00001d044013,Zm00001d044014	NA	NA	NA	11.8205871989	NA	NA	NA
Syntenic_Dup_1744	Sobic.003G239700	Zm00001d044031,Zm00001d044033,Zm00001d044037	NA	Zm00008a014275,Zm00008a014276,Zm00008a014280	NA	0.17191273842,0.381385785705	NA	0.207074831963,0.855330086846	NA
Syntenic_Dup_1745	Sobic.003G239300	Zm00001d044040,Zm00001d044043,Zm00001d044045,Zm00001d044048,Zm00001d044049,Zm00001d044050	Zm00001d011475	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294	Zm00008a032178	4.9169180666,0.29885559911,4.9169180666,11.757586323,11.757586323	NA	11.757586323,0.509417202531,2.24413681675,7.78288956634,3.9624232592	NA
Syntenic_Dup_1746	Sobic.003G239200	Zm00001d044052,Zm00001d044053	Zm00001d011477	Zm00008a014295	Zm00008a032181	10.1854034023	NA	NA	NA
Syntenic_Dup_1747	Sobic.003G234200	Zm00001d044095,Zm00001d044096,Zm00001d044099	Zm00001d011454	Zm00008a014324,Zm00008a014325	Zm00008a032160	11.7313286692,1.3281045355	NA	8.20271296108	NA
Syntenic_Dup_1748	Sobic.003G231800	Zm00001d044117,Zm00001d044118	NA	Zm00008a014340,Zm00008a014341	NA	11.8223655332	NA	11.8223655332	NA
Syntenic_Dup_1749	Sobic.003G229600	Zm00001d044138	Zm00001d011428,Zm00001d011429	Zm00008a014357	Zm00008a032143	NA	0.249216348161	NA	NA
Syntenic_Dup_1750	Sobic.003G229200	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA	1.20764483064,11.7319544859,11.7319544859,11.7319544859,11.7319544859,2.12322139861	NA	5.1813190912,1.7335285662,3.7841872489,2.73213542091,2.14806591978,2.14806591978,1.85384320167	NA
Syntenic_Dup_1751	Sobic.003G228900	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	Zm00008a032130,Zm00008a032132,Zm00008a032134,Zm00008a032135	1.11915716124,11.7242877275,11.7242877275,11.7242877275,11.7242877275,2.1575203276	11.7242877275,11.7242877275,11.7242877275,2.01749731545	2.47131130559,0.160987623366,6.6774783295,6.6774783295,3.11630903127,3.11630903127,3.11630903127	1.98386652084,3.11630903127,8.02139871246
Syntenic_Dup_1752	Sobic.003G228600	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA	1.20367099886,11.7072136352,11.7072136352,11.7072136352,11.7072136352,2.09517802803	NA	2.7028376596,0.250424017578,3.83730254969,11.7072136352,11.7072136352,7.00332677379,7.00332677379	NA
Syntenic_Dup_1753	Sobic.003G228300	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA	1.11938800144,11.7130136662,11.7130136662,11.7130136662,11.7130136662,1.90157384688	NA	1.73263404282,0.755731966283,2.60607756814,3.24967592697,5.25858920636,5.25858920636,3.73437822116	NA
Syntenic_Dup_1754	Sobic.003G228200	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA	0.557755717437,5.70803390587,5.70803390587,6.40272499782,6.40272499782,0.926502020679	NA	3.33024200511,0.14967833003,4.61901861454,8.45890805593,8.45890805593,11.7494488078,11.7494488078	NA
Syntenic_Dup_1755	Sobic.003G228100	Zm00001d044146,Zm00001d044147,Zm00001d044153,Zm00001d044154,Zm00001d044156,Zm00001d044157,Zm00001d044159	NA	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	NA	0.470309290518,4.55509926461,4.55509926461,5.46409081051,5.46409081051,0.774397473861	NA	2.67245736076,1.20838940133,4.1011632607,5.46409081051,4.8470626793,4.8470626793,11.7263263486	NA
Syntenic_Dup_1756	Sobic.003G227100	Zm00001d044164	Zm00001d011411	Zm00008a014380,Zm00008a014381	Zm00008a032128	NA	NA	10.9818177013	NA
Syntenic_Dup_1757	Sobic.003G226100	Zm00001d044176	Zm00001d011398	Zm00008a014391,Zm00008a014392	Zm00008a032120	NA	NA	11.7354624785	NA
Syntenic_Dup_1758	Sobic.003G226000	Zm00001d044177	NA	Zm00008a014391,Zm00008a014392	NA	NA	NA	9.03554502465	NA
Syntenic_Dup_1759	Sobic.003G222600	Zm00001d044203,Zm00001d044208	NA	Zm00008a014413	NA	11.7378958817	NA	NA	NA
Syntenic_Dup_1760	Sobic.003G191500	Zm00001d044231,Zm00001d044237	Zm00001d011185	Zm00008a014436	Zm00008a031967	7.81287185392	NA	NA	NA
Syntenic_Dup_1761	Sobic.003G196300	Zm00001d044281,Zm00001d044283	NA	Zm00008a014468,Zm00008a014469	NA	11.7147409296	NA	2.53833588136	NA
Syntenic_Dup_1762	Sobic.003G196900	Zm00001d044288,Zm00001d044289	NA	Zm00008a014472,Zm00008a014473	NA	11.7310367049	NA	2.71794469589	NA
Syntenic_Dup_1763	Sobic.003G197000	Zm00001d044288,Zm00001d044289	NA	Zm00008a014472,Zm00008a014473	NA	11.7157168775	NA	11.7157168775	NA
Syntenic_Dup_1764	Sobic.003G202700	Zm00001d044331	NA	Zm00008a014518,Zm00008a014535	NA	NA	NA	11.7253437357	NA
Syntenic_Dup_1765	Sobic.003G203500	Zm00001d044339,Zm00001d044340	NA	Zm00008a014525,Zm00008a014526	NA	2.02787341438	NA	4.05076239914	NA
Syntenic_Dup_1766	Sobic.003G203600	Zm00001d044339,Zm00001d044340	Zm00001d011259	Zm00008a014525,Zm00008a014526	Zm00008a032027	0.944568885716	NA	11.7410042045	NA
Syntenic_Dup_1767	Sobic.003G204750	Zm00001d044356	Zm00001d011260,Zm00001d011262	Zm00008a014527,Zm00008a014537,Zm00008a014538	Zm00008a032028	NA	6.51381896715	11.7287729253,9.45594963906	NA
Syntenic_Dup_1768	Sobic.003G206200	Zm00001d044375,Zm00001d044376,Zm00001d044378	Zm00001d011270	NA	Zm00008a032032	4.05341487146,10.3600516355	NA	NA	NA
Syntenic_Dup_1769	Sobic.003G207600	Zm00001d044385,Zm00001d044386	NA	Zm00008a014558,Zm00008a014561	NA	11.7305868315	NA	11.7305868315	NA
Syntenic_Dup_1770	Sobic.003G207800	Zm00001d044385,Zm00001d044386	Zm00001d011276	Zm00008a014558,Zm00008a014561	Zm00008a032036	11.7376639021	NA	11.7376639021	NA
Syntenic_Dup_1771	Sobic.003G207900	Zm00001d044387	NA	Zm00008a014562,Zm00008a014563	NA	NA	NA	1.85343381384	NA
Syntenic_Dup_1772	Sobic.003G208000	Zm00001d044387	NA	Zm00008a014562,Zm00008a014563	NA	NA	NA	1.33613199664	NA
Syntenic_Dup_1773	Sobic.003G209800	Zm00001d044396,Zm00001d044399,Zm00001d044401,Zm00001d044402	Zm00001d011285	Zm00008a014571,Zm00008a014572	Zm00008a032046	5.22161064522,5.22161064522,0.0875120240505	NA	0.405578849441	NA
Syntenic_Dup_1774	Sobic.003G214600	Zm00001d044432,Zm00001d044433	Zm00001d011309	Zm00008a014597,Zm00008a014600	Zm00008a032059	4.9991562829	NA	11.7247011723	NA
Syntenic_Dup_1775	Sobic.003G215500	Zm00001d044438,Zm00001d044439,Zm00001d044440	NA	Zm00008a014605	NA	11.7991494867,0.13393258511	NA	NA	NA
Syntenic_Dup_1776	Sobic.003G215800	Zm00001d044442,Zm00001d044443	Zm00001d011315,Zm00001d011319	Zm00008a014607,Zm00008a014608	Zm00008a032063,Zm00008a032064	5.26273513152	5.26273513152	11.7333571424	11.7333571424
Syntenic_Dup_1777	Sobic.003G216300	Zm00001d044442,Zm00001d044443	Zm00001d011315,Zm00001d011319	Zm00008a014607,Zm00008a014608	Zm00008a032063,Zm00008a032064	11.7418630618	11.7418630618	10.1324572394	5.01115208277
Syntenic_Dup_1778	Sobic.003G218200	Zm00001d044457,Zm00001d044458	NA	Zm00008a014620,Zm00008a014621	NA	0.0218031987918	NA	0.0442173019314	NA
Syntenic_Dup_1779	Sobic.003G219800	Zm00001d044475	Zm00001d011348,Zm00001d011349	Zm00008a014634	Zm00008a032089	NA	11.7534609654	NA	NA
Syntenic_Dup_1780	Sobic.003G179100	Zm00001d044570,Zm00001d044573	NA	Zm00008a014715,Zm00008a014717	NA	11.7186203447	NA	2.46905581715	NA
Syntenic_Dup_1781	Sobic.003G178500	Zm00001d044579,Zm00001d044580	NA	Zm00008a014723	NA	11.7062842121	NA	NA	NA
Syntenic_Dup_1782	Sobic.003G177800	Zm00001d044586,Zm00001d044587,Zm00001d044588,Zm00001d044589,Zm00001d044590	NA	Zm00008a014730	NA	11.717795578,11.717795578,11.717795578,1.08708964201	NA	NA	NA
Syntenic_Dup_1783	Sobic.010G104700	Zm00001d044730,Zm00001d044732	NA	Zm00008a033260	NA	10.9850604471	NA	NA	NA
Syntenic_Dup_1784	Sobic.010G105000	Zm00001d044730,Zm00001d044732	NA	Zm00008a033262	NA	1.68369600696	NA	NA	NA
Syntenic_Dup_1785	Sobic.010G100300	Zm00001d044762,Zm00001d044763,Zm00001d044765	NA	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292	NA	1.0107637484,11.467550323	NA	7.9803211001,2.4426289005,11.7309716279	NA
Syntenic_Dup_1786	Sobic.010G098100	Zm00001d044775,Zm00001d044776,Zm00001d044777	NA	Zm00008a033299,Zm00008a033300,Zm00008a033301	NA	11.7216174633,6.36532393215	NA	11.7216174633,6.36532393215	NA
Syntenic_Dup_1787	Sobic.010G097900	Zm00001d044775,Zm00001d044776,Zm00001d044777	NA	Zm00008a033299,Zm00008a033300,Zm00008a033301	NA	1.54569312229,11.7315242056	NA	1.54569312229,11.7315242056	NA
Syntenic_Dup_1788	Sobic.010G097000	Zm00001d044784	Zm00001d037248,Zm00001d037249,Zm00001d037250	Zm00008a033306	Zm00008a025061	NA	2.77838290032,11.7358416392	NA	NA
Syntenic_Dup_1789	Sobic.010G095600	Zm00001d044808	Zm00001d037244,Zm00001d037245	Zm00008a033314	Zm00008a025054	NA	1.84590593344	NA	NA
Syntenic_Dup_1790	Sobic.010G088500	Zm00001d044864	Zm00001d037204,Zm00001d037205	Zm00008a033366	Zm00008a025019,Zm00008a025021	NA	10.0124025522	NA	10.0124025522
Syntenic_Dup_1791	Sobic.010G084000	Zm00001d044907,Zm00001d044916	NA	NA	NA	11.8211154074	NA	NA	NA
Syntenic_Dup_1792	Sobic.010G084600	Zm00001d044906,Zm00001d044908	Zm00001d037182	Zm00008a033387,Zm00008a033388	Zm00008a025005	3.38593921719	NA	1.33966870099	NA
Syntenic_Dup_1793	Sobic.010G083900	Zm00001d044907,Zm00001d044916	NA	Zm00008a033391	NA	1.61525694245	NA	NA	NA
Syntenic_Dup_1794	Sobic.010G082400	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033402	NA	11.7106405737,6.02188717928,6.02188717928	NA	NA	NA
Syntenic_Dup_1795	Sobic.010G082000	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033403	NA	11.7186150391,11.7186150391,11.7186150391	NA	NA	NA
Syntenic_Dup_1796	Sobic.010G079300	Zm00001d044966,Zm00001d044967	Zm00001d037153,Zm00001d037155	Zm00008a033421,Zm00008a033422	Zm00008a024957,Zm00008a024958	11.7140171631	11.7140171631	11.7140171631	11.7140171631
Syntenic_Dup_1797	Sobic.010G073000	Zm00001d045030,Zm00001d045031	NA	NA	NA	11.8176530178	NA	NA	NA
Syntenic_Dup_1798	Sobic.010G069800	Zm00001d045063	Zm00001d037089,Zm00001d037091	Zm00008a033504	Zm00008a024901,Zm00008a024902	NA	4.7052799193	NA	7.46481442486
Syntenic_Dup_1799	Sobic.010G069200	Zm00001d045070,Zm00001d045071	NA	Zm00008a033508,Zm00008a033509	NA	11.747607149	NA	7.81352692093	NA
Syntenic_Dup_1800	Sobic.010G067300	Zm00001d045086,Zm00001d045088	NA	Zm00008a033524	NA	11.7720357478	NA	NA	NA
Syntenic_Dup_1801	Sobic.010G067000	Zm00001d045089,Zm00001d045090	NA	Zm00008a033538	NA	11.8322473846	NA	NA	NA
Syntenic_Dup_1802	Sobic.010G066900	Zm00001d045089,Zm00001d045090	NA	Zm00008a033537	NA	11.7252892934	NA	NA	NA
Syntenic_Dup_1803	Sobic.010G066800	Zm00001d045091,Zm00001d045092	Zm00001d037073	Zm00008a033534,Zm00008a033535	Zm00008a024892	11.7343354529	NA	11.7343354529	NA
Syntenic_Dup_1804	Sobic.010G065500	Zm00001d045107	NA	Zm00008a033539,Zm00008a033540	NA	NA	NA	0.0110042812723	NA
Syntenic_Dup_1805	Sobic.010G065400	Zm00001d045108	NA	Zm00008a033539,Zm00008a033540	NA	NA	NA	11.7199965293	NA
Syntenic_Dup_1806	Sobic.010G063300	Zm00001d045124	Zm00001d035817,Zm00001d035818	Zm00008a033561	Zm00008a024029	NA	5.7092840679	NA	NA
Syntenic_Dup_1807	Sobic.010G060166	Zm00001d045141,Zm00001d045145	NA	NA	NA	11.7728840061	NA	NA	NA
Syntenic_Dup_1808	Sobic.010G059900	Zm00001d045141,Zm00001d045145	Zm00001d037487	Zm00008a033582	Zm00008a025245	0.01336007369	NA	NA	NA
Syntenic_Dup_1809	Sobic.010G058600	Zm00001d045157,Zm00001d045158	NA	Zm00008a033592,Zm00008a033593	NA	11.7329551643	NA	6.83879359441	NA
Syntenic_Dup_1810	Sobic.010G055000	Zm00001d045190	NA	Zm00008a033607,Zm00008a033610	NA	NA	NA	11.7344858762	NA
Syntenic_Dup_1811	Sobic.010G052800	Zm00001d045202	Zm00001d036300	Zm00008a033613,Zm00008a033623	Zm00008a024354	NA	NA	11.7294597937	NA
Syntenic_Dup_1812	Sobic.010G050500	Zm00001d045231	NA	Zm00008a033647	Zm00008a024332,Zm00008a024334,Zm00008a024335	NA	NA	NA	0.549766484194,3.45458791599
Syntenic_Dup_1813	Sobic.010G050100	Zm00001d045235,Zm00001d045244,Zm00001d045247	Zm00001d036267,Zm00001d036270,Zm00001d036272	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	Zm00008a024330,Zm00008a024331,Zm00008a024333	0.971599984973,7.34612829669	0.400131589952,0.241835788836	11.7322435354,7.34612829669,8.10727680745,0.0577127954388	1.62393398033,0.405372154796
Syntenic_Dup_1814	Sobic.010G049400	Zm00001d045235,Zm00001d045244,Zm00001d045247	NA	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	NA	1.61240224475,11.7349238136	NA	11.7349238136,11.7349238136,6.16355246931,0.0623241878999	NA
Syntenic_Dup_1815	Sobic.010G048700	Zm00001d045235,Zm00001d045244,Zm00001d045247	NA	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	NA	0.0290935353227,11.7153487747	NA	0.0349795885322,0.0349795885322,0.0412157187039,0.000394767698385	NA
Syntenic_Dup_1816	Sobic.010G048600	Zm00001d045254	NA	Zm00008a033659,Zm00008a033660	NA	NA	NA	11.7138377697	NA
Syntenic_Dup_1817	Sobic.010G046400	Zm00001d045271,Zm00001d045276	NA	Zm00008a033673,Zm00008a033675	NA	11.7247875349	NA	9.38730430047	NA
Syntenic_Dup_1818	Sobic.010G044800	Zm00001d045297	Zm00001d036240	Zm00008a033685,Zm00008a033686,Zm00008a033687	Zm00008a024299	NA	NA	11.7148577087,0.627102537118	NA
Syntenic_Dup_1819	Sobic.010G044900	Zm00001d045298,Zm00001d045302	Zm00001d036237,Zm00001d036238,Zm00001d036241	Zm00008a033685,Zm00008a033686,Zm00008a033687	Zm00008a024288,Zm00008a024294,Zm00008a024300	3.34198697554	0.142791490893,11.7365241915	1.14922436337,3.34198697554	0.0240402718223,11.7365241915
Syntenic_Dup_1820	Sobic.010G045000	Zm00001d045299,Zm00001d045300	NA	NA	NA	11.7257706558	NA	NA	NA
Syntenic_Dup_1821	Sobic.010G041201	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	NA	Zm00008a033710,Zm00008a033716	NA	1.04941475228,9.6400490935,0.808200616836,9.6400490935,6.71662465012	NA	6.82886899382	NA
Syntenic_Dup_1822	Sobic.010G039401	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	NA	NA	NA	0.0408952906227,11.7227714474,0.208225321919,11.7227714474,0.230521772721	NA	NA	NA
Syntenic_Dup_1823	Sobic.010G036400	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00001d036139,Zm00001d036142	Zm00008a033733	Zm00008a024241,Zm00008a024242	11.7216671018,11.7216671018,3.98594262636	6.03101914646	NA	6.03101914646
Syntenic_Dup_1824	Sobic.010G036100	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00001d036139,Zm00001d036142	Zm00008a033737	Zm00008a024241,Zm00008a024242	5.96507068541,11.7214451682,2.04517241218	7.38748963804	NA	7.38748963804
Syntenic_Dup_1825	Sobic.010G031100	Zm00001d045390,Zm00001d045391,Zm00001d045392	NA	Zm00008a033761,Zm00008a033762	NA	11.7187984746,2.71723314394	NA	5.18335210063	NA
Syntenic_Dup_1826	Sobic.010G030200	Zm00001d045398,Zm00001d045400	Zm00001d036118	Zm00008a033771,Zm00008a033772	Zm00008a024224	0.187926745486	NA	0.00361363106029	NA
Syntenic_Dup_1827	Sobic.010G029300	Zm00001d045404,Zm00001d045405	Zm00001d036107	Zm00008a033775	Zm00008a024219	0.0874181759783	NA	NA	NA
Syntenic_Dup_1828	Sobic.010G029100	Zm00001d045404,Zm00001d045405	NA	Zm00008a033776	NA	6.45527954907	NA	NA	NA
Syntenic_Dup_1829	Sobic.010G029000	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Zm00001d036103	Zm00008a033778,Zm00008a033781	Zm00008a024218	1.60292461271,1.98737609646,0.644844344542,5.37784878309	NA	1.98737609646	NA
Syntenic_Dup_1830	Sobic.010G028600	Zm00001d045418	Zm00001d036097,Zm00001d036098	Zm00008a033790	Zm00008a024215	NA	2.67786170877	NA	NA
Syntenic_Dup_1831	Sobic.010G023300	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	NA	NA	11.7998986315,0.0249217931288	NA	NA	NA
Syntenic_Dup_1832	Sobic.010G023200	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	Zm00008a033821,Zm00008a033822	NA	11.7228223624,11.7228223624	NA	11.7228223624	NA
Syntenic_Dup_1833	Sobic.010G023000	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	Zm00008a033821,Zm00008a033822	NA	4.3511275519,11.7425976209	NA	11.7425976209	NA
Syntenic_Dup_1834	Sobic.010G022300	Zm00001d045465,Zm00001d045466	Zm00001d036048	Zm00008a033825	Zm00008a024182	1.35620618402	NA	NA	NA
Syntenic_Dup_1835	Sobic.010G013900	Zm00001d045528	NA	Zm00008a033899,Zm00008a033900	Zm00008a024130	NA	NA	11.7236705171	NA
Syntenic_Dup_1836	Sobic.010G007300	Zm00001d045564,Zm00001d045565	NA	Zm00008a033929	NA	6.87084563619	NA	NA	NA
Syntenic_Dup_1837	Sobic.010G007200	Zm00001d045564,Zm00001d045565	NA	Zm00008a033930	NA	11.7296486083	NA	NA	NA
Syntenic_Dup_1838	Sobic.010G005900	Zm00001d045572	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA	NA	NA	11.7164614488,7.29708220313	NA
Syntenic_Dup_1839	Sobic.010G005500	Zm00001d045574	NA	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	NA	NA	NA	0.105407634395,1.87630103002,3.81272686184	NA
Syntenic_Dup_1840	Sobic.010G005401	Zm00001d045576,Zm00001d045582	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA	0.62592650992	NA	0.0773483206046,0.0773483206046	NA
Syntenic_Dup_1841	Sobic.010G005300	Zm00001d045577,Zm00001d045578	Zm00001d035901,Zm00001d035902	Zm00008a033940	Zm00008a024083	8.7155861952	6.50515448449	NA	NA
Syntenic_Dup_1842	Sobic.010G004200	Zm00001d045576,Zm00001d045582	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA	5.44999010564	NA	6.17993561159,11.7378873114	NA
Syntenic_Dup_1843	Sobic.010G109300	Zm00001d045668,Zm00001d045669	NA	Zm00008a034005,Zm00008a034006	NA	11.7123063952	NA	11.7123063952	NA
Syntenic_Dup_1844	Sobic.010G109400	Zm00001d045668,Zm00001d045669	NA	Zm00008a034005,Zm00008a034006	NA	11.7236802907	NA	11.7236802907	NA
Syntenic_Dup_1845	Sobic.010G113500	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Zm00001d037301,Zm00001d037303	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035	Zm00008a025104	1.51154263014,6.05053342292,6.05053342292,3.81432029344	4.10992551767	3.43058672114,2.46176997986,0.597264522444,4.94990040361,3.90442586637	NA
Syntenic_Dup_1846	Sobic.010G114400	Zm00001d045720,Zm00001d045721,Zm00001d045722	NA	Zm00008a034036,Zm00008a034037,Zm00008a034039	NA	11.7321802909,11.7321802909	NA	11.7321802909,11.7321802909	NA
Syntenic_Dup_1847	Sobic.010G119600	Zm00001d045774,Zm00001d045778	NA	Zm00008a034079,Zm00008a034080	NA	11.7496314928	NA	7.97147970547	NA
