Duplicate_ID	Anc_Gene	B1_Cluster	B2_Cluster	P1_Cluster	P2_Cluster	B1_Genes	B2_Genes	P1_Genes	P2_Genes
Syntenic_Dup_1790	Sobic.009G222800	Cluster_1271	NA	NA	NA	Zm00001d038918,Zm00001d038919,Zm00001d038920	NA	Zm00008a026368	NA
Syntenic_Dup_1791	Sobic.009G224500	NA	Cluster_0274	NA	NA	Zm00001d038930	Zm00001d009489,Zm00001d009490	Zm00008a026379	Zm00008a030718
Syntenic_Dup_1792	Sobic.009G227600	Cluster_1272	NA	NA	NA	Zm00001d038968,Zm00001d038969	Zm00001d009510	Zm00008a026400	Zm00008a030733
Syntenic_Dup_1793	Sobic.009G232100	NA	Cluster_0275	NA	NA	NA	Zm00001d009566,Zm00001d009567	NA	Zm00008a030775
Syntenic_Dup_1794	Sobic.009G232200	NA	Cluster_0275	NA	NA	Zm00001d039010	Zm00001d009566,Zm00001d009567	NA	Zm00008a030775
Syntenic_Dup_1795	Sobic.009G233600	Cluster_1273	NA	Cluster_0969	NA	Zm00001d039022,Zm00001d039026	NA	Zm00008a026454,Zm00008a026455	NA
Syntenic_Dup_1796	Sobic.009G235600	Cluster_1274	NA	Cluster_0970	NA	Zm00001d039051,Zm00001d039052	NA	Zm00008a026477,Zm00008a026478	NA
Syntenic_Dup_1797	Sobic.009G235700	Cluster_1274	Cluster_0276	Cluster_0970	Cluster_1134	Zm00001d039051,Zm00001d039052	Zm00001d009600,Zm00001d009603,Zm00001d009605	Zm00008a026477,Zm00008a026478	Zm00008a030804,Zm00008a030807,Zm00008a030809
Syntenic_Dup_1798	Sobic.009G236700	Cluster_1275	NA	NA	NA	Zm00001d039057,Zm00001d039058	Zm00001d009612	Zm00008a026482	Zm00008a030813
Syntenic_Dup_1799	Sobic.009G240600	Cluster_1276	NA	Cluster_0972	NA	Zm00001d039087,Zm00001d039088	Zm00001d009639	Zm00008a026502,Zm00008a026503	Zm00008a030830
Syntenic_Dup_1800	Sobic.009G240900	Cluster_1277	NA	Cluster_0973	NA	Zm00001d039090,Zm00001d039091	NA	Zm00008a026505,Zm00008a026506	NA
Syntenic_Dup_1801	Sobic.009G241200	NA	NA	Cluster_0971	NA	Zm00001d039096	NA	Zm00008a026495,Zm00008a026509	NA
Syntenic_Dup_1802	Sobic.009G241300	Cluster_1278	NA	Cluster_0971	NA	Zm00001d039098,Zm00001d039099	NA	Zm00008a026495,Zm00008a026509	NA
Syntenic_Dup_1803	Sobic.009G241400	Cluster_1278	NA	NA	NA	Zm00001d039098,Zm00001d039099	NA	Zm00008a026511	NA
Syntenic_Dup_1804	Sobic.009G242501	NA	Cluster_0277	NA	NA	Zm00001d039108	Zm00001d009650,Zm00001d009652,Zm00001d009653,Zm00001d009657	Zm00008a026520	Zm00008a030837
Syntenic_Dup_1805	Sobic.009G243200	Cluster_1279	NA	NA	NA	Zm00001d039112,Zm00001d039113	NA	Zm00008a026525	NA
Syntenic_Dup_1806	Sobic.009G243600	Cluster_1279	NA	NA	NA	Zm00001d039112,Zm00001d039113	Zm00001d009668	Zm00008a026526	Zm00008a030850
Syntenic_Dup_1807	Sobic.009G244300	Cluster_1280	NA	Cluster_0974	NA	Zm00001d039118,Zm00001d039119	NA	Zm00008a026529,Zm00008a026530	NA
Syntenic_Dup_1808	Sobic.009G244600	Cluster_1280	NA	Cluster_0974	NA	Zm00001d039118,Zm00001d039119	NA	Zm00008a026529,Zm00008a026530	NA
Syntenic_Dup_1809	Sobic.009G244800	Cluster_1281	NA	NA	NA	Zm00001d039121,Zm00001d039123	NA	Zm00008a026535	NA
Syntenic_Dup_1810	Sobic.009G248600	NA	Cluster_0278	NA	Cluster_1136	Zm00001d039150	Zm00001d009705,Zm00001d009706	Zm00008a026552	Zm00008a030874,Zm00008a030875
Syntenic_Dup_1811	Sobic.009G251600	NA	Cluster_0279	NA	NA	NA	Zm00001d009727,Zm00001d009728	NA	Zm00008a030892
Syntenic_Dup_1812	Sobic.009G251700	NA	Cluster_0279	NA	NA	NA	Zm00001d009727,Zm00001d009728	NA	Zm00008a030893
Syntenic_Dup_1813	Sobic.009G252300	NA	NA	NA	Cluster_1137	Zm00001d039185	Zm00001d009731	Zm00008a026581	Zm00008a030895,Zm00008a030899
Syntenic_Dup_1814	Sobic.009G252400	Cluster_1283	Cluster_0280	Cluster_0977	NA	Zm00001d039183,Zm00001d039184	Zm00001d009732,Zm00001d009734	Zm00008a026578,Zm00008a026580	Zm00008a030897
Syntenic_Dup_1815	Sobic.009G252500	Cluster_1283	Cluster_0280	NA	Cluster_1138	Zm00001d039183,Zm00001d039184	Zm00001d009732,Zm00001d009734	Zm00008a026579	Zm00008a030896,Zm00008a030900
Syntenic_Dup_1816	Sobic.009G252800	NA	Cluster_0281	NA	Cluster_1139	Zm00001d039182	Zm00001d009733,Zm00001d009735	Zm00008a026577	Zm00008a030898,Zm00008a030902
Syntenic_Dup_1817	Sobic.009G254000	Cluster_1282	NA	Cluster_0976	NA	Zm00001d039176,Zm00001d039180	NA	Zm00008a026570,Zm00008a026574	NA
Syntenic_Dup_1818	Sobic.009G254500	Cluster_1282	NA	Cluster_0976	NA	Zm00001d039176,Zm00001d039180	NA	Zm00008a026570,Zm00008a026574	NA
Syntenic_Dup_1819	Sobic.010G002800	NA	Cluster_1165	NA	Cluster_0883	NA	Zm00001d035879,Zm00001d035881	NA	Zm00008a024072,Zm00008a024073
Syntenic_Dup_1820	Sobic.010G004200	Cluster_1501	NA	Cluster_1240	NA	Zm00001d045576,Zm00001d045582	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA
Syntenic_Dup_1821	Sobic.010G005300	Cluster_1502	Cluster_1166	NA	NA	Zm00001d045577,Zm00001d045578	Zm00001d035901,Zm00001d035902	Zm00008a033940	Zm00008a024083
Syntenic_Dup_1822	Sobic.010G005401	Cluster_1501	NA	Cluster_1240	NA	Zm00001d045576,Zm00001d045582	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA
Syntenic_Dup_1823	Sobic.010G005500	NA	NA	Cluster_1241	NA	Zm00001d045574	NA	Zm00008a033935,Zm00008a033936,Zm00008a033937,Zm00008a033938	NA
Syntenic_Dup_1824	Sobic.010G005900	NA	NA	Cluster_1240	NA	Zm00001d045572	NA	Zm00008a033934,Zm00008a033939,Zm00008a033943	NA
Syntenic_Dup_1825	Sobic.010G007200	Cluster_1500	NA	NA	NA	Zm00001d045564,Zm00001d045565	NA	Zm00008a033930	NA
Syntenic_Dup_1826	Sobic.010G007300	Cluster_1500	NA	NA	NA	Zm00001d045564,Zm00001d045565	NA	Zm00008a033929	NA
Syntenic_Dup_1827	Sobic.010G013900	NA	NA	Cluster_1239	NA	Zm00001d045528	NA	Zm00008a033899,Zm00008a033900	Zm00008a024130
Syntenic_Dup_1828	Sobic.010G014100	NA	Cluster_1167	NA	Cluster_0884	NA	Zm00001d035974,Zm00001d035975	NA	Zm00008a024132,Zm00008a024133
Syntenic_Dup_1829	Sobic.010G014300	NA	Cluster_1168	NA	NA	NA	Zm00001d035978,Zm00001d035980	NA	NA
Syntenic_Dup_1830	Sobic.010G022300	Cluster_1498	NA	NA	NA	Zm00001d045465,Zm00001d045466	Zm00001d036048	Zm00008a033825	Zm00008a024182
Syntenic_Dup_1831	Sobic.010G023000	Cluster_1497	NA	Cluster_1237	NA	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	Zm00008a033821,Zm00008a033822	NA
Syntenic_Dup_1832	Sobic.010G023200	Cluster_1497	NA	Cluster_1237	NA	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	Zm00008a033821,Zm00008a033822	NA
Syntenic_Dup_1833	Sobic.010G023300	Cluster_1497	NA	NA	NA	Zm00001d045459,Zm00001d045460,Zm00001d045461	NA	NA	NA
Syntenic_Dup_1834	Sobic.010G023500	NA	Cluster_1169	NA	Cluster_0885	NA	Zm00001d036066,Zm00001d036068,Zm00001d036069,Zm00001d036072	NA	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200
Syntenic_Dup_1835	Sobic.010G023600	NA	Cluster_1169	NA	Cluster_0885	NA	Zm00001d036066,Zm00001d036068,Zm00001d036069,Zm00001d036072	NA	Zm00008a024195,Zm00008a024198,Zm00008a024199,Zm00008a024200
Syntenic_Dup_1836	Sobic.010G028600	NA	Cluster_1171	NA	NA	Zm00001d045418	Zm00001d036097,Zm00001d036098	Zm00008a033790	Zm00008a024215
Syntenic_Dup_1837	Sobic.010G029000	Cluster_1495	NA	Cluster_1235	NA	Zm00001d045406,Zm00001d045408,Zm00001d045410,Zm00001d045412,Zm00001d045414	Zm00001d036103	Zm00008a033778,Zm00008a033781	Zm00008a024218
Syntenic_Dup_1838	Sobic.010G029100	Cluster_1494	NA	NA	NA	Zm00001d045404,Zm00001d045405	NA	Zm00008a033776	NA
Syntenic_Dup_1839	Sobic.010G029300	Cluster_1494	NA	NA	NA	Zm00001d045404,Zm00001d045405	Zm00001d036107	Zm00008a033775	Zm00008a024219
Syntenic_Dup_1840	Sobic.010G029900	NA	Cluster_1172	NA	NA	NA	Zm00001d036110,Zm00001d036112	NA	Zm00008a024221
Syntenic_Dup_1841	Sobic.010G030200	Cluster_1493	NA	Cluster_1233	NA	Zm00001d045398,Zm00001d045400	Zm00001d036118	Zm00008a033771,Zm00008a033772	Zm00008a024224
Syntenic_Dup_1842	Sobic.010G031100	Cluster_1492	NA	Cluster_1232	NA	Zm00001d045390,Zm00001d045391,Zm00001d045392	NA	Zm00008a033761,Zm00008a033762	NA
Syntenic_Dup_1843	Sobic.010G036100	Cluster_1491	Cluster_1173	NA	Cluster_0886	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00001d036139,Zm00001d036142	Zm00008a033737	Zm00008a024241,Zm00008a024242
Syntenic_Dup_1844	Sobic.010G036400	Cluster_1491	Cluster_1173	NA	Cluster_0886	Zm00001d045360,Zm00001d045361,Zm00001d045369,Zm00001d045370	Zm00001d036139,Zm00001d036142	Zm00008a033733	Zm00008a024241,Zm00008a024242
Syntenic_Dup_1845	Sobic.010G039401	Cluster_1489	NA	NA	NA	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	NA	NA	NA
Syntenic_Dup_1846	Sobic.010G041201	Cluster_1489	NA	Cluster_1230	NA	Zm00001d045327,Zm00001d045340,Zm00001d045341,Zm00001d045344,Zm00001d045347,Zm00001d045350	NA	Zm00008a033710,Zm00008a033716	NA
Syntenic_Dup_1847	Sobic.010G044800	NA	NA	Cluster_1229	NA	Zm00001d045297	Zm00001d036240	Zm00008a033685,Zm00008a033686,Zm00008a033687	Zm00008a024299
Syntenic_Dup_1848	Sobic.010G044900	Cluster_1487	Cluster_1174	Cluster_1229	Cluster_0888	Zm00001d045298,Zm00001d045302	Zm00001d036237,Zm00001d036238,Zm00001d036241	Zm00008a033685,Zm00008a033686,Zm00008a033687	Zm00008a024288,Zm00008a024294,Zm00008a024300
Syntenic_Dup_1849	Sobic.010G045000	Cluster_1488	NA	NA	NA	Zm00001d045299,Zm00001d045300	NA	NA	NA
Syntenic_Dup_1850	Sobic.010G046400	Cluster_1485	NA	Cluster_1228	NA	Zm00001d045271,Zm00001d045276	NA	Zm00008a033673,Zm00008a033675	NA
Syntenic_Dup_1851	Sobic.010G047800	NA	NA	NA	Cluster_0891	NA	Zm00001d036256	NA	Zm00008a024322,Zm00008a024325
Syntenic_Dup_1852	Sobic.010G048600	NA	NA	Cluster_1226	NA	Zm00001d045254	NA	Zm00008a033659,Zm00008a033660	NA
Syntenic_Dup_1853	Sobic.010G048700	Cluster_1482	NA	Cluster_1224	NA	Zm00001d045235,Zm00001d045244,Zm00001d045247	NA	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	NA
Syntenic_Dup_1854	Sobic.010G049400	Cluster_1482	NA	Cluster_1224	NA	Zm00001d045235,Zm00001d045244,Zm00001d045247	NA	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	NA
Syntenic_Dup_1855	Sobic.010G050100	Cluster_1482	Cluster_1177	Cluster_1224	Cluster_0893	Zm00001d045235,Zm00001d045244,Zm00001d045247	Zm00001d036267,Zm00001d036270,Zm00001d036272	Zm00008a033650,Zm00008a033655,Zm00008a033656,Zm00008a033662,Zm00008a033663	Zm00008a024330,Zm00008a024331,Zm00008a024333
Syntenic_Dup_1856	Sobic.010G050400	NA	Cluster_1179	NA	Cluster_0894	NA	Zm00001d036275,Zm00001d036278	NA	Zm00008a024332,Zm00008a024334,Zm00008a024335
Syntenic_Dup_1857	Sobic.010G050500	NA	NA	NA	Cluster_0894	Zm00001d045231	NA	Zm00008a033647	Zm00008a024332,Zm00008a024334,Zm00008a024335
Syntenic_Dup_1858	Sobic.010G052800	NA	NA	Cluster_1222	NA	Zm00001d045202	Zm00001d036300	Zm00008a033613,Zm00008a033623	Zm00008a024354
Syntenic_Dup_1859	Sobic.010G055000	NA	NA	Cluster_1220	NA	Zm00001d045190	NA	Zm00008a033607,Zm00008a033610	NA
Syntenic_Dup_1860	Sobic.010G058600	Cluster_1479	NA	Cluster_1218	NA	Zm00001d045157,Zm00001d045158	NA	Zm00008a033592,Zm00008a033593	NA
Syntenic_Dup_1861	Sobic.010G059900	Cluster_1478	NA	NA	NA	Zm00001d045141,Zm00001d045145	Zm00001d037487	Zm00008a033582	Zm00008a025245
Syntenic_Dup_1862	Sobic.010G060166	Cluster_1478	NA	NA	NA	Zm00001d045141,Zm00001d045145	NA	NA	NA
Syntenic_Dup_1863	Sobic.010G063300	NA	Cluster_1163	NA	NA	Zm00001d045124	Zm00001d035817,Zm00001d035818	Zm00008a033561	Zm00008a024029
Syntenic_Dup_1864	Sobic.010G065400	NA	NA	Cluster_1217	NA	Zm00001d045108	NA	Zm00008a033539,Zm00008a033540	NA
Syntenic_Dup_1865	Sobic.010G065500	NA	NA	Cluster_1217	NA	Zm00001d045107	NA	Zm00008a033539,Zm00008a033540	NA
Syntenic_Dup_1866	Sobic.010G066800	Cluster_1477	NA	Cluster_1216	NA	Zm00001d045091,Zm00001d045092	Zm00001d037073	Zm00008a033534,Zm00008a033535	Zm00008a024892
Syntenic_Dup_1867	Sobic.010G066900	Cluster_1476	NA	NA	NA	Zm00001d045089,Zm00001d045090	NA	Zm00008a033537	NA
Syntenic_Dup_1868	Sobic.010G067000	Cluster_1476	NA	NA	NA	Zm00001d045089,Zm00001d045090	NA	Zm00008a033538	NA
Syntenic_Dup_1869	Sobic.010G067300	Cluster_1475	NA	NA	NA	Zm00001d045086,Zm00001d045088	NA	Zm00008a033524	NA
Syntenic_Dup_1870	Sobic.010G069200	Cluster_1474	NA	Cluster_1215	NA	Zm00001d045070,Zm00001d045071	NA	Zm00008a033508,Zm00008a033509	NA
Syntenic_Dup_1871	Sobic.010G069800	NA	Cluster_1207	NA	Cluster_0911	Zm00001d045063	Zm00001d037089,Zm00001d037091	Zm00008a033504	Zm00008a024901,Zm00008a024902
Syntenic_Dup_1872	Sobic.010G073000	Cluster_1473	NA	NA	NA	Zm00001d045030,Zm00001d045031	NA	NA	NA
Syntenic_Dup_1873	Sobic.010G079300	Cluster_1470	Cluster_1208	Cluster_1212	Cluster_0913	Zm00001d044966,Zm00001d044967	Zm00001d037153,Zm00001d037155	Zm00008a033421,Zm00008a033422	Zm00008a024957,Zm00008a024958
Syntenic_Dup_1874	Sobic.010G082000	Cluster_1469	NA	NA	NA	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033403	NA
Syntenic_Dup_1875	Sobic.010G082400	Cluster_1469	NA	NA	NA	Zm00001d044933,Zm00001d044934,Zm00001d044936,Zm00001d044937	NA	Zm00008a033402	NA
Syntenic_Dup_1876	Sobic.010G083900	Cluster_1468	NA	NA	NA	Zm00001d044907,Zm00001d044916	NA	Zm00008a033391	NA
Syntenic_Dup_1877	Sobic.010G084000	Cluster_1468	NA	NA	NA	Zm00001d044907,Zm00001d044916	NA	NA	NA
Syntenic_Dup_1878	Sobic.010G084600	Cluster_1467	NA	Cluster_1211	NA	Zm00001d044906,Zm00001d044908	Zm00001d037182	Zm00008a033387,Zm00008a033388	Zm00008a025005
Syntenic_Dup_1879	Sobic.010G087900	NA	NA	Cluster_1210	NA	Zm00001d020383	NA	Zm00008a033371,Zm00008a033372	NA
Syntenic_Dup_1880	Sobic.010G088500	NA	Cluster_1209	NA	Cluster_0915	Zm00001d044864	Zm00001d037204,Zm00001d037205	Zm00008a033366	Zm00008a025019,Zm00008a025021
Syntenic_Dup_1881	Sobic.010G095600	NA	Cluster_1210	NA	NA	Zm00001d044808	Zm00001d037244,Zm00001d037245	Zm00008a033314	Zm00008a025054
Syntenic_Dup_1882	Sobic.010G097000	NA	Cluster_1211	NA	NA	Zm00001d044784	Zm00001d037248,Zm00001d037249,Zm00001d037250	Zm00008a033306	Zm00008a025061
Syntenic_Dup_1883	Sobic.010G097900	Cluster_1463	NA	Cluster_1209	NA	Zm00001d044775,Zm00001d044776,Zm00001d044777	NA	Zm00008a033299,Zm00008a033300,Zm00008a033301	NA
Syntenic_Dup_1884	Sobic.010G098100	Cluster_1463	NA	Cluster_1209	NA	Zm00001d044775,Zm00001d044776,Zm00001d044777	NA	Zm00008a033299,Zm00008a033300,Zm00008a033301	NA
Syntenic_Dup_1885	Sobic.010G100300	Cluster_1462	NA	Cluster_1208	NA	Zm00001d044762,Zm00001d044763,Zm00001d044765	NA	Zm00008a033289,Zm00008a033290,Zm00008a033291,Zm00008a033292	NA
Syntenic_Dup_1886	Sobic.010G102300	NA	Cluster_1212	NA	Cluster_0916	NA	Zm00001d037280,Zm00001d037281	NA	Zm00008a025090,Zm00008a025091
Syntenic_Dup_1887	Sobic.010G102500	NA	Cluster_1212	NA	Cluster_0916	NA	Zm00001d037280,Zm00001d037281	NA	Zm00008a025090,Zm00008a025091
Syntenic_Dup_1888	Sobic.010G104700	Cluster_1461	NA	NA	NA	Zm00001d044730,Zm00001d044732	NA	Zm00008a033260	NA
Syntenic_Dup_1889	Sobic.010G105000	Cluster_1461	NA	NA	NA	Zm00001d044730,Zm00001d044732	NA	Zm00008a033262	NA
Syntenic_Dup_1890	Sobic.010G109300	Cluster_1504	NA	Cluster_1242	NA	Zm00001d045668,Zm00001d045669	NA	Zm00008a034005,Zm00008a034006	NA
Syntenic_Dup_1891	Sobic.010G109400	Cluster_1504	NA	Cluster_1242	NA	Zm00001d045668,Zm00001d045669	NA	Zm00008a034005,Zm00008a034006	NA
Syntenic_Dup_1892	Sobic.010G111800	NA	NA	NA	Cluster_0917	NA	Zm00001d037315	NA	Zm00008a025115,Zm00008a025116
Syntenic_Dup_1893	Sobic.010G113500	Cluster_1506	Cluster_1213	Cluster_1243	NA	Zm00001d045708,Zm00001d045709,Zm00001d045711,Zm00001d045712,Zm00001d045713	Zm00001d037301,Zm00001d037303	Zm00008a034026,Zm00008a034030,Zm00008a034031,Zm00008a034032,Zm00008a034033,Zm00008a034035	Zm00008a025104
Syntenic_Dup_1894	Sobic.010G114400	Cluster_1507	NA	Cluster_1244	NA	Zm00001d045720,Zm00001d045721,Zm00001d045722	NA	Zm00008a034036,Zm00008a034037,Zm00008a034039	NA
Syntenic_Dup_1895	Sobic.010G119600	Cluster_1508	NA	Cluster_1245	NA	Zm00001d045774,Zm00001d045778	NA	Zm00008a034079,Zm00008a034080	NA
Syntenic_Dup_1896	Sobic.010G120000	Cluster_1508	NA	Cluster_1245	NA	Zm00001d045774,Zm00001d045778	NA	Zm00008a034079,Zm00008a034080	NA
Syntenic_Dup_1897	Sobic.010G120600	NA	Cluster_1215	NA	Cluster_0918	Zm00001d045788	Zm00001d037382,Zm00001d037383,Zm00001d037384	Zm00008a034088	Zm00008a025165,Zm00008a025167,Zm00008a025168
Syntenic_Dup_1898	Sobic.010G122400	NA	Cluster_1216	NA	Cluster_0919	NA	Zm00001d037386,Zm00001d037389	NA	Zm00008a025171,Zm00008a025174
Syntenic_Dup_1899	Sobic.010G124700	NA	Cluster_1217	NA	Cluster_0920	NA	Zm00001d037397,Zm00001d037398	NA	Zm00008a025179,Zm00008a025180
Syntenic_Dup_1900	Sobic.010G126400	Cluster_1509	NA	Cluster_1247	NA	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	NA	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134	NA
Syntenic_Dup_1901	Sobic.010G127300	Cluster_1510	Cluster_1217	NA	Cluster_0920	Zm00001d045838,Zm00001d045839	Zm00001d037397,Zm00001d037398	Zm00008a034118	Zm00008a025179,Zm00008a025180
Syntenic_Dup_1902	Sobic.010G127600	Cluster_1509	Cluster_1218	Cluster_1247	Cluster_0921	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	Zm00001d037409,Zm00001d037411	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134	Zm00008a025181,Zm00008a025189,Zm00008a025191
Syntenic_Dup_1903	Sobic.010G128000	Cluster_1509	NA	Cluster_1247	NA	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	NA	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134	NA
Syntenic_Dup_1904	Sobic.010G128400	Cluster_1511	NA	Cluster_1248	NA	Zm00001d045845,Zm00001d045846	Zm00001d037410	Zm00008a034122,Zm00008a034123	Zm00008a025190
Syntenic_Dup_1905	Sobic.010G128700	Cluster_1511	NA	Cluster_1248	NA	Zm00001d045845,Zm00001d045846	NA	Zm00008a034122,Zm00008a034123	NA
Syntenic_Dup_1906	Sobic.010G129300	Cluster_1509	NA	Cluster_1247	NA	Zm00001d045831,Zm00001d045836,Zm00001d045842,Zm00001d045843,Zm00001d045849,Zm00001d045852,Zm00001d045855,Zm00001d045863	NA	Zm00008a034115,Zm00008a034120,Zm00008a034121,Zm00008a034124,Zm00008a034125,Zm00008a034127,Zm00008a034134	NA
Syntenic_Dup_1907	Sobic.010G130000	NA	Cluster_1219	NA	NA	Zm00001d045870	Zm00001d037415,Zm00001d037417	Zm00008a034139	Zm00008a025196
Syntenic_Dup_1908	Sobic.010G130900	Cluster_1512	NA	Cluster_1249	NA	Zm00001d045875,Zm00001d045877	NA	Zm00008a034143,Zm00008a034145	NA
Syntenic_Dup_1909	Sobic.010G131200	Cluster_1512	NA	Cluster_1249	NA	Zm00001d045875,Zm00001d045877	NA	Zm00008a034143,Zm00008a034145	NA
Syntenic_Dup_1910	Sobic.010G144400	NA	NA	Cluster_1250	NA	Zm00001d045972	NA	Zm00008a034216,Zm00008a034228,Zm00008a034229	NA
Syntenic_Dup_1911	Sobic.010G150800	NA	Cluster_1205	NA	NA	Zm00001d046055	Zm00001d037042,Zm00001d037043	Zm00008a034387	NA
Syntenic_Dup_1912	Sobic.010G152300	Cluster_1516	NA	Cluster_1257	NA	Zm00001d046091,Zm00001d046093	NA	Zm00008a034372,Zm00008a034374	NA
Syntenic_Dup_1913	Sobic.010G152400	Cluster_1516	NA	Cluster_1257	NA	Zm00001d046091,Zm00001d046093	Zm00001d037041	Zm00008a034372,Zm00008a034374	Zm00008a024889
Syntenic_Dup_1914	Sobic.010G155600	NA	NA	Cluster_1256	NA	Zm00001d046135	NA	Zm00008a034347,Zm00008a034348	NA
Syntenic_Dup_1915	Sobic.010G157100	Cluster_1517	NA	Cluster_1254	NA	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	NA	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	NA
Syntenic_Dup_1916	Sobic.010G157300	Cluster_1517	NA	Cluster_1254	NA	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	NA	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	NA
Syntenic_Dup_1917	Sobic.010G157500	Cluster_1517	Cluster_1204	Cluster_1254	NA	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	Zm00001d037019,Zm00001d037023	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	Zm00008a024875
Syntenic_Dup_1918	Sobic.010G158100	Cluster_1517	NA	Cluster_1254	NA	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	NA	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	NA
Syntenic_Dup_1919	Sobic.010G158400	Cluster_1517	NA	Cluster_1254	NA	Zm00001d046143,Zm00001d046145,Zm00001d046147,Zm00001d046148,Zm00001d046151,Zm00001d046152,Zm00001d046154,Zm00001d046156	NA	Zm00008a034324,Zm00008a034326,Zm00008a034327,Zm00008a034329,Zm00008a034333,Zm00008a034336,Zm00008a034337,Zm00008a034338	NA
Syntenic_Dup_1920	Sobic.010G159500	Cluster_1519	NA	NA	NA	Zm00001d046158,Zm00001d046161	NA	Zm00008a034321	NA
Syntenic_Dup_1921	Sobic.010G160200	Cluster_1519	NA	NA	NA	Zm00001d046158,Zm00001d046161	NA	NA	NA
Syntenic_Dup_1922	Sobic.010G160300	Cluster_1518	NA	NA	NA	Zm00001d046153,Zm00001d046166	NA	Zm00008a034317	NA
Syntenic_Dup_1923	Sobic.010G161800	Cluster_1520	NA	Cluster_1253	NA	Zm00001d046184,Zm00001d046186,Zm00001d046187	NA	Zm00008a034293,Zm00008a034298,Zm00008a034303	NA
Syntenic_Dup_1924	Sobic.010G162800	Cluster_1523	Cluster_1203	Cluster_1261	Cluster_0910	Zm00001d046318,Zm00001d046319,Zm00001d046322	Zm00001d037005,Zm00001d037008,Zm00001d037009	Zm00008a034445,Zm00008a034446,Zm00008a034450	Zm00008a024862,Zm00008a024863,Zm00008a024864
Syntenic_Dup_1925	Sobic.010G163150	Cluster_1522	NA	NA	NA	Zm00001d046314,Zm00001d046315,Zm00001d046316	NA	Zm00008a034443	NA
Syntenic_Dup_1926	Sobic.010G166500	NA	NA	Cluster_1260	NA	Zm00001d046263	NA	Zm00008a034414,Zm00008a034417	NA
Syntenic_Dup_1927	Sobic.010G166800	NA	NA	Cluster_1260	NA	Zm00001d046235	Zm00001d036984	Zm00008a034414,Zm00008a034417	Zm00008a024851
Syntenic_Dup_1928	Sobic.010G168400	Cluster_1521	NA	Cluster_1252	NA	Zm00001d046242,Zm00001d046243	NA	Zm00008a034251,Zm00008a034253	NA
Syntenic_Dup_1929	Sobic.010G172700	Cluster_1524	NA	Cluster_1263	NA	Zm00001d046342,Zm00001d046344	NA	Zm00008a034463,Zm00008a034464	NA
Syntenic_Dup_1930	Sobic.010G175900	NA	Cluster_1202	NA	NA	Zm00001d046383	Zm00001d036941,Zm00001d036942	Zm00008a034505	Zm00008a024821
