Cluster_ID	B_Cluster	P_Cluster	B_Genes	P_Genes
Nonsyntenic_Dup_1535	NA	Cluster_1254	Zm00001d046142	Zm00008a034326,Zm00008a034324,Zm00008a034329,Zm00008a034338,Zm00008a034337,Zm00008a034336,Zm00008a034333,Zm00008a034327
Nonsyntenic_Dup_1536	Cluster_1517	Cluster_1254	Zm00001d046145,Zm00001d046152,Zm00001d046151,Zm00001d046156,Zm00001d046154,Zm00001d046148,Zm00001d046143,Zm00001d046147	Zm00008a034326,Zm00008a034324,Zm00008a034329,Zm00008a034338,Zm00008a034337,Zm00008a034336,Zm00008a034333,Zm00008a034327
Nonsyntenic_Dup_1537	Cluster_1520	Cluster_1253	Zm00001d046187,Zm00001d046184,Zm00001d046186	Zm00008a034298,Zm00008a034293,Zm00008a034303
Nonsyntenic_Dup_1538	Cluster_1522	NA	Zm00001d046315,Zm00001d046314,Zm00001d046316	Zm00008a034443
Nonsyntenic_Dup_1539	Cluster_1523	Cluster_1261	Zm00001d046322,Zm00001d046318,Zm00001d046319	Zm00008a034446,Zm00008a034445,Zm00008a034450
Nonsyntenic_Dup_1540	Cluster_1524	Cluster_1263	Zm00001d046342,Zm00001d046344	Zm00008a034463,Zm00008a034464
Nonsyntenic_Dup_1541	Cluster_1525	Cluster_1264	Zm00001d046460,Zm00001d046473,Zm00001d046466	Zm00008a034553,Zm00008a034557,Zm00008a034568
Nonsyntenic_Dup_1542	Cluster_1525	NA	Zm00001d046460,Zm00001d046473,Zm00001d046466	Zm00008a034564
Nonsyntenic_Dup_1543	NA	Cluster_1264	Zm00001d046479	Zm00008a034553,Zm00008a034557,Zm00008a034568
Nonsyntenic_Dup_1544	Cluster_1526	Cluster_1265	Zm00001d046491,Zm00001d046490	Zm00008a034578,Zm00008a034579
Nonsyntenic_Dup_1545	Cluster_1528	Cluster_1267	Zm00001d046518,Zm00001d046519,Zm00001d046517	Zm00008a034597,Zm00008a034596
Nonsyntenic_Dup_1546	Cluster_1529	Cluster_1268	Zm00001d046526,Zm00001d046527	Zm00008a034605,Zm00008a034604,Zm00008a034606
Nonsyntenic_Dup_1547	Cluster_1530	Cluster_1270	Zm00001d046604,Zm00001d046610	Zm00008a034658,Zm00008a034657
Nonsyntenic_Dup_1548	Cluster_1531	NA	Zm00001d046651,Zm00001d046649	Zm00008a034688
Nonsyntenic_Dup_1549	Cluster_1532	Cluster_1271	Zm00001d046668,Zm00001d046667	Zm00008a034702,Zm00008a034703
Nonsyntenic_Dup_1550	Cluster_1533	Cluster_1272	Zm00001d046675,Zm00001d046673	Zm00008a034709,Zm00008a034708
Nonsyntenic_Dup_1551	Cluster_1534	Cluster_1273	Zm00001d046700,Zm00001d046711,Zm00001d046706,Zm00001d046714,Zm00001d046713,Zm00001d046697,Zm00001d046705	Zm00008a034726,Zm00008a034725,Zm00008a034732,Zm00008a034734,Zm00008a034737,Zm00008a034736,Zm00008a034733
Nonsyntenic_Dup_1552	Cluster_1534	NA	Zm00001d046700,Zm00001d046711,Zm00001d046706,Zm00001d046714,Zm00001d046713,Zm00001d046697,Zm00001d046705	Zm00008a034735
Nonsyntenic_Dup_1553	Cluster_1535	Cluster_1274	Zm00001d046743,Zm00001d046746,Zm00001d046745	Zm00008a034761,Zm00008a034762,Zm00008a034763
Nonsyntenic_Dup_1554	Cluster_1537	Cluster_1276	Zm00001d046800,Zm00001d046801	Zm00008a034803,Zm00008a034802
Nonsyntenic_Dup_1555	Cluster_1538	NA	Zm00001d046813,Zm00001d046812	Zm00008a034811
Nonsyntenic_Dup_1556	Cluster_1539	Cluster_1277	Zm00001d046828,Zm00001d046831	Zm00008a034821,Zm00008a034822
Nonsyntenic_Dup_1557	Cluster_1542	Cluster_1278	Zm00001d046846,Zm00001d046859	Zm00008a034832,Zm00008a034839
Nonsyntenic_Dup_1558	Cluster_1543	NA	Zm00001d046881,Zm00001d046875	Zm00008a034844
Nonsyntenic_Dup_1559	Cluster_1546	NA	Zm00001d046986,Zm00001d046993	Zm00008a034927
Nonsyntenic_Dup_1560	Cluster_1547	Cluster_1280	Zm00001d047030,Zm00001d047028	Zm00008a034948,Zm00008a034947
Nonsyntenic_Dup_1561	Cluster_1549	Cluster_1282	Zm00001d047089,Zm00001d047096,Zm00001d047090,Zm00001d047091,Zm00001d047093,Zm00001d047087,Zm00001d047094	Zm00008a035022,Zm00008a035023,Zm00008a035026,Zm00008a035024,Zm00008a035032,Zm00008a035029,Zm00008a035030
Nonsyntenic_Dup_1562	Cluster_1550	Cluster_1283	Zm00001d047097,Zm00001d047099	Zm00008a035035,Zm00008a035034
Nonsyntenic_Dup_1563	Cluster_1551	NA	Zm00001d047115,Zm00001d047114,Zm00001d047111,Zm00001d047113,Zm00001d047117,Zm00001d047116	Zm00008a035045
Nonsyntenic_Dup_1564	Cluster_1551	Cluster_1284	Zm00001d047115,Zm00001d047114,Zm00001d047111,Zm00001d047113,Zm00001d047117,Zm00001d047116	Zm00008a035046,Zm00008a035051
Nonsyntenic_Dup_1565	Cluster_1551	NA	Zm00001d047115,Zm00001d047114,Zm00001d047111,Zm00001d047113,Zm00001d047117,Zm00001d047116	Zm00008a035049
Nonsyntenic_Dup_1566	Cluster_1552	Cluster_1285	Zm00001d047146,Zm00001d047135,Zm00001d047147,Zm00001d047142	Zm00008a035064,Zm00008a035063
Nonsyntenic_Dup_1567	NA	Cluster_1286	Zm00001d047169	Zm00008a035082,Zm00008a035083,Zm00008a035084
Nonsyntenic_Dup_1568	NA	Cluster_1286	Zm00001d047170	Zm00008a035082,Zm00008a035083,Zm00008a035084
Nonsyntenic_Dup_1569	Cluster_1553	Cluster_1287	Zm00001d047194,Zm00001d047192	Zm00008a035103,Zm00008a035104
Nonsyntenic_Dup_1570	Cluster_1554	Cluster_1288	Zm00001d047211,Zm00001d047212,Zm00001d047210	Zm00008a035119,Zm00008a035120
Nonsyntenic_Dup_1571	Cluster_1556	Cluster_1289	Zm00001d047235,Zm00001d047223	Zm00008a035135,Zm00008a035131
Nonsyntenic_Dup_1572	Cluster_1557	Cluster_1290	Zm00001d047232,Zm00001d047231	Zm00008a035133,Zm00008a035134
Nonsyntenic_Dup_1573	Cluster_1558	Cluster_1291	Zm00001d047330,Zm00001d047334,Zm00001d047333	Zm00008a035215,Zm00008a035210
Nonsyntenic_Dup_1574	Cluster_1559	Cluster_1292	Zm00001d047395,Zm00001d047392	Zm00008a035247,Zm00008a035248
Nonsyntenic_Dup_1575	Cluster_1560	NA	Zm00001d047404,Zm00001d047407	Zm00008a035252
Nonsyntenic_Dup_1576	Cluster_1563	NA	Zm00001d047417,Zm00001d047418	Zm00008a035255
Nonsyntenic_Dup_1577	Cluster_1564	Cluster_1293	Zm00001d047425,Zm00001d047424	Zm00008a035267,Zm00008a035265
Nonsyntenic_Dup_1578	Cluster_1565	Cluster_1295	Zm00001d047553,Zm00001d047548,Zm00001d047542	Zm00008a035391,Zm00008a035393
Nonsyntenic_Dup_1579	Cluster_1566	NA	Zm00001d047543,Zm00001d047549	Zm00008a035392
Nonsyntenic_Dup_1580	Cluster_1568	Cluster_1296	Zm00001d047639,Zm00001d047656,Zm00001d047658,Zm00001d047651	Zm00008a035468,Zm00008a035472,Zm00008a035470,Zm00008a035455,Zm00008a035457
Nonsyntenic_Dup_1581	Cluster_1568	NA	Zm00001d047639,Zm00001d047656,Zm00001d047658,Zm00001d047651	Zm00008a035458
Nonsyntenic_Dup_1582	Cluster_1569	Cluster_1296	Zm00001d047654,Zm00001d047647,Zm00001d047648,Zm00001d047657	Zm00008a035468,Zm00008a035472,Zm00008a035470,Zm00008a035455,Zm00008a035457
Nonsyntenic_Dup_1583	Cluster_1568	Cluster_1297	Zm00001d047639,Zm00001d047656,Zm00001d047658,Zm00001d047651	Zm00008a035466,Zm00008a035469,Zm00008a035471,Zm00008a035463
Nonsyntenic_Dup_1584	Cluster_1570	NA	Zm00001d047737,Zm00001d047738	Zm00008a035535
Nonsyntenic_Dup_1585	NA	Cluster_1300	Zm00001d047774	Zm00008a035571,Zm00008a035587
Nonsyntenic_Dup_1586	Cluster_1573	Cluster_1301	Zm00001d047887,Zm00001d047886,Zm00001d047885,Zm00001d047884	Zm00008a035657,Zm00008a035659,Zm00008a035660,Zm00008a035658
Nonsyntenic_Dup_1587	Cluster_1577	Cluster_1303	Zm00001d047938,Zm00001d047939	Zm00008a035704,Zm00008a035705
Nonsyntenic_Dup_1588	NA	Cluster_1304	Zm00001d047975	Zm00008a035736,Zm00008a035737
Nonsyntenic_Dup_1589	Cluster_1578	NA	Zm00001d048009,Zm00001d048010	Zm00008a035764
Nonsyntenic_Dup_1590	NA	Cluster_1306	Zm00001d048032	Zm00008a035791,Zm00008a035790
Nonsyntenic_Dup_1591	Cluster_1579	Cluster_1307	Zm00001d048053,Zm00001d048054	Zm00008a035811,Zm00008a035807
Nonsyntenic_Dup_1592	Cluster_1580	NA	Zm00001d048063,Zm00001d048064	Zm00008a035816
Nonsyntenic_Dup_1593	Cluster_1580	NA	Zm00001d048063,Zm00001d048064	Zm00008a035817
Nonsyntenic_Dup_1594	NA	Cluster_1308	Zm00001d048101	Zm00008a035847,Zm00008a035855,Zm00008a035854
Nonsyntenic_Dup_1595	Cluster_1581	NA	Zm00001d048136,Zm00001d048135	Zm00008a035884
Nonsyntenic_Dup_1596	Cluster_1582	Cluster_1309	Zm00001d048152,Zm00001d048151	Zm00008a035899,Zm00008a035898
Nonsyntenic_Dup_1597	Cluster_1583	Cluster_1310	Zm00001d048158,Zm00001d048159,Zm00001d048157	Zm00008a035905,Zm00008a035906
Nonsyntenic_Dup_1598	Cluster_1584	NA	Zm00001d048166,Zm00001d048169	Zm00008a035911
Nonsyntenic_Dup_1599	NA	Cluster_1311	Zm00001d048183	Zm00008a035924,Zm00008a035925
Nonsyntenic_Dup_1600	Cluster_1587	Cluster_1313	Zm00001d048207,Zm00001d048205	Zm00008a035942,Zm00008a035944,Zm00008a035946
Nonsyntenic_Dup_1601	Cluster_1588	NA	Zm00001d048223,Zm00001d048222	Zm00008a035958
Nonsyntenic_Dup_1602	Cluster_1590	Cluster_1316	Zm00001d048256,Zm00001d048253	Zm00008a035983,Zm00008a035986,Zm00008a035982
Nonsyntenic_Dup_1603	Cluster_1589	Cluster_1315	Zm00001d048252,Zm00001d048255	Zm00008a035985,Zm00008a035981
Nonsyntenic_Dup_1604	Cluster_1592	Cluster_1317	Zm00001d048279,Zm00001d048280	Zm00008a036000,Zm00008a035999
Nonsyntenic_Dup_1605	Cluster_1593	NA	Zm00001d048288,Zm00001d048289	Zm00008a036007
Nonsyntenic_Dup_1606	Cluster_1594	Cluster_1318	Zm00001d048297,Zm00001d048296	Zm00008a036014,Zm00008a036015
Nonsyntenic_Dup_1607	Cluster_1595	NA	Zm00001d048306,Zm00001d048303	Zm00008a036022
Nonsyntenic_Dup_1608	Cluster_1596	NA	Zm00001d048341,Zm00001d048342	Zm00008a036054
Nonsyntenic_Dup_1609	Cluster_1597	NA	Zm00001d048353,Zm00001d048354	Zm00008a036063
Nonsyntenic_Dup_1610	Cluster_1598	NA	Zm00001d048387,Zm00001d048389	Zm00008a036091
Nonsyntenic_Dup_1611	Cluster_1599	NA	Zm00001d048417,Zm00001d048416	Zm00008a036113
Nonsyntenic_Dup_1612	Cluster_1602	Cluster_1320	Zm00001d048560,Zm00001d048558,Zm00001d048559	Zm00008a036250,Zm00008a036251,Zm00008a036252
Nonsyntenic_Dup_1613	Cluster_1603	Cluster_0574	Zm00001d048602,Zm00001d048600,Zm00001d048601,Zm00001d048604,Zm00001d048603,Zm00001d048588	Zm00008a014846,Zm00008a014852
Nonsyntenic_Dup_1614	Cluster_1604	Cluster_0575	Zm00001d048593,Zm00001d048592	Zm00008a014849,Zm00008a014848
Nonsyntenic_Dup_1615	Cluster_1603	NA	Zm00001d048602,Zm00001d048600,Zm00001d048601,Zm00001d048604,Zm00001d048603,Zm00001d048588	Zm00008a014853
Nonsyntenic_Dup_1616	NA	Cluster_0576	Zm00001d048613	Zm00008a014862,Zm00008a014856
Nonsyntenic_Dup_1617	NA	Cluster_0577	Zm00001d048618	Zm00008a014870,Zm00008a014869,Zm00008a014868
Nonsyntenic_Dup_1618	NA	Cluster_0578	Zm00001d048626	Zm00008a014878,Zm00008a014891
Nonsyntenic_Dup_1619	Cluster_1605	NA	Zm00001d048639,Zm00001d048640	Zm00008a014888
Nonsyntenic_Dup_1620	NA	Cluster_0578	Zm00001d048645	Zm00008a014878,Zm00008a014891
Nonsyntenic_Dup_1621	Cluster_1606	Cluster_0579	Zm00001d048660,Zm00001d048656	Zm00008a014900,Zm00008a014903,Zm00008a014897,Zm00008a014898
Nonsyntenic_Dup_1622	Cluster_1607	NA	Zm00001d048663,Zm00001d048665	Zm00008a014906
Nonsyntenic_Dup_1623	Cluster_1607	NA	Zm00001d048663,Zm00001d048665	Zm00008a014908
Nonsyntenic_Dup_1624	Cluster_1608	NA	Zm00001d048681,Zm00001d048682	Zm00008a014918
Nonsyntenic_Dup_1625	Cluster_1609	Cluster_0582	Zm00001d048703,Zm00001d048702,Zm00001d048705,Zm00001d048710	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943
Nonsyntenic_Dup_1626	Cluster_1610	Cluster_0583	Zm00001d048707,Zm00001d048711	Zm00008a014945,Zm00008a014941
Nonsyntenic_Dup_1627	Cluster_1611	NA	Zm00001d048719,Zm00001d048720	Zm00008a014950
Nonsyntenic_Dup_1628	Cluster_1613	NA	Zm00001d048729,Zm00001d048728,Zm00001d048727	Zm00008a014956
Nonsyntenic_Dup_1629	Cluster_1614	Cluster_0585	Zm00001d048757,Zm00001d048754,Zm00001d048752,Zm00001d048748,Zm00001d048746	Zm00008a014973,Zm00008a014972
Nonsyntenic_Dup_1630	Cluster_1616	Cluster_0586	Zm00001d048760,Zm00001d048761	Zm00008a014977,Zm00008a014976
Nonsyntenic_Dup_1631	Cluster_1617	Cluster_0587	Zm00001d048775,Zm00001d048776,Zm00001d048771,Zm00001d048774	Zm00008a014988,Zm00008a014985,Zm00008a014987
Nonsyntenic_Dup_1632	NA	Cluster_0587	Zm00001d048773	Zm00008a014988,Zm00008a014985,Zm00008a014987
Nonsyntenic_Dup_1633	Cluster_1618	Cluster_0588	Zm00001d048816,Zm00001d048813,Zm00001d048812,Zm00001d048817,Zm00001d048809,Zm00001d048810,Zm00001d048818,Zm00001d048808,Zm00001d048806,Zm00001d048807	Zm00008a015011,Zm00008a015013,Zm00008a015012,Zm00008a015015,Zm00008a015014,Zm00008a015017,Zm00008a015016,Zm00008a015020,Zm00008a015021
Nonsyntenic_Dup_1634	Cluster_1620	Cluster_0589	Zm00001d048864,Zm00001d048866,Zm00001d048865,Zm00001d048875	Zm00008a015051,Zm00008a015052,Zm00008a015061
Nonsyntenic_Dup_1635	Cluster_1620	NA	Zm00001d048864,Zm00001d048866,Zm00001d048865,Zm00001d048875	Zm00008a015053
Nonsyntenic_Dup_1636	Cluster_1621	Cluster_0590	Zm00001d048867,Zm00001d048874	Zm00008a015054,Zm00008a015060
Nonsyntenic_Dup_1637	Cluster_1622	Cluster_0591	Zm00001d048872,Zm00001d048871,Zm00001d048870	Zm00008a015056,Zm00008a015058
Nonsyntenic_Dup_1638	Cluster_1622	NA	Zm00001d048872,Zm00001d048871,Zm00001d048870	Zm00008a015057
Nonsyntenic_Dup_1639	Cluster_1624	Cluster_0592	Zm00001d048948,Zm00001d048947,Zm00001d048949,Zm00001d048950	Zm00008a015109,Zm00008a015110,Zm00008a015111
Nonsyntenic_Dup_1640	NA	Cluster_0593	Zm00001d048965	Zm00008a015123,Zm00008a015126
Nonsyntenic_Dup_1641	Cluster_1626	Cluster_0594	Zm00001d048978,Zm00001d048972,Zm00001d048975	Zm00008a015133,Zm00008a015130,Zm00008a015131
Nonsyntenic_Dup_1642	NA	Cluster_0594	Zm00001d048973	Zm00008a015133,Zm00008a015130,Zm00008a015131
Nonsyntenic_Dup_1643	NA	Cluster_0595	Zm00001d048980	Zm00008a015139,Zm00008a015140
Nonsyntenic_Dup_1644	Cluster_1627	Cluster_0596	Zm00001d048985,Zm00001d048987	Zm00008a015145,Zm00008a015146
Nonsyntenic_Dup_1645	Cluster_1628	NA	Zm00001d048989,Zm00001d048990	Zm00008a015149
Nonsyntenic_Dup_1646	Cluster_1629	Cluster_0598	Zm00001d049031,Zm00001d049032	Zm00008a015174,Zm00008a015173
Nonsyntenic_Dup_1647	NA	Cluster_0599	Zm00001d049077	Zm00008a015200,Zm00008a015201
Nonsyntenic_Dup_1648	NA	Cluster_0599	Zm00001d049078	Zm00008a015200,Zm00008a015201
Nonsyntenic_Dup_1649	Cluster_1631	Cluster_0600	Zm00001d049111,Zm00001d049110	Zm00008a015230,Zm00008a015229
Nonsyntenic_Dup_1650	Cluster_1633	Cluster_0601	Zm00001d049133,Zm00001d049134	Zm00008a015244,Zm00008a015243
Nonsyntenic_Dup_1651	Cluster_1634	NA	Zm00001d049176,Zm00001d049175	Zm00008a015290
Nonsyntenic_Dup_1652	Cluster_1635	Cluster_0602	Zm00001d049181,Zm00001d049179,Zm00001d049178	Zm00008a015294,Zm00008a015292
Nonsyntenic_Dup_1653	Cluster_1635	NA	Zm00001d049181,Zm00001d049179,Zm00001d049178	Zm00008a015295
Nonsyntenic_Dup_1654	Cluster_1636	Cluster_0603	Zm00001d049219,Zm00001d049217	Zm00008a015322,Zm00008a015324
Nonsyntenic_Dup_1655	Cluster_1637	NA	Zm00001d049221,Zm00001d049220	Zm00008a015325
Nonsyntenic_Dup_1656	Cluster_1638	Cluster_0604	Zm00001d049260,Zm00001d049259	Zm00008a015361,Zm00008a015360
Nonsyntenic_Dup_1657	Cluster_1639	Cluster_0606	Zm00001d049292,Zm00001d049282	Zm00008a015383,Zm00008a015375
Nonsyntenic_Dup_1658	Cluster_1641	Cluster_0608	Zm00001d049291,Zm00001d049290	Zm00008a015380,Zm00008a015382
Nonsyntenic_Dup_1659	Cluster_1640	Cluster_0607	Zm00001d049293,Zm00001d049286	Zm00008a015384,Zm00008a015377
Nonsyntenic_Dup_1660	Cluster_1642	Cluster_0609	Zm00001d049301,Zm00001d049299	Zm00008a015391,Zm00008a015389
Nonsyntenic_Dup_1661	Cluster_1643	Cluster_0610	Zm00001d049436,Zm00001d049432,Zm00001d049423,Zm00001d049418,Zm00001d049428,Zm00001d049438,Zm00001d049439,Zm00001d049434,Zm00001d049435,Zm00001d049437,Zm00001d049430,Zm00001d049433,Zm00001d049420,Zm00001d049427,Zm00001d049425,Zm00001d049431,Zm00001d049424,Zm00001d049419,Zm00001d049421,Zm00001d049426	Zm00008a015478,Zm00008a015479,Zm00008a015473,Zm00008a015471,Zm00008a015477,Zm00008a015476,Zm00008a015475,Zm00008a015474
Nonsyntenic_Dup_1662	NA	Cluster_0611	Zm00001d049522	Zm00008a015536,Zm00008a015537
Nonsyntenic_Dup_1663	Cluster_1645	Cluster_0612	Zm00001d049532,Zm00001d049528	Zm00008a015543,Zm00008a015541
Nonsyntenic_Dup_1664	Cluster_1646	Cluster_0613	Zm00001d049539,Zm00001d049536	Zm00008a015546,Zm00008a015545
Nonsyntenic_Dup_1665	Cluster_1647	NA	Zm00001d049559,Zm00001d049560	Zm00008a015567
Nonsyntenic_Dup_1666	NA	Cluster_0614	Zm00001d049595	Zm00008a015578,Zm00008a015589
Nonsyntenic_Dup_1667	Cluster_1648	Cluster_0616	Zm00001d049666,Zm00001d049668	Zm00008a015660,Zm00008a015658
Nonsyntenic_Dup_1668	Cluster_1648	NA	Zm00001d049666,Zm00001d049668	Zm00008a015661
Nonsyntenic_Dup_1669	NA	Cluster_0618	Zm00001d049741	Zm00008a015700,Zm00008a015722,Zm00008a015689,Zm00008a015715
Nonsyntenic_Dup_1670	Cluster_1649	Cluster_0619	Zm00001d049777,Zm00001d049781,Zm00001d049774	Zm00008a015748,Zm00008a015745,Zm00008a015747
Nonsyntenic_Dup_1671	NA	Cluster_0620	Zm00001d049811	Zm00008a015775,Zm00008a015769
Nonsyntenic_Dup_1672	NA	Cluster_0620	Zm00001d049818	Zm00008a015775,Zm00008a015769
Nonsyntenic_Dup_1673	Cluster_1651	Cluster_0621	Zm00001d049822,Zm00001d049824	Zm00008a015778,Zm00008a015781
Nonsyntenic_Dup_1674	Cluster_1652	Cluster_0622	Zm00001d049838,Zm00001d049841,Zm00001d049840,Zm00001d049842,Zm00001d049844,Zm00001d049843	Zm00008a015796,Zm00008a015794,Zm00008a015795,Zm00008a015793,Zm00008a015790,Zm00008a015791,Zm00008a015792
Nonsyntenic_Dup_1675	Cluster_1653	NA	Zm00001d049944,Zm00001d049945	Zm00008a015871
Nonsyntenic_Dup_1676	Cluster_1654	NA	Zm00001d049996,Zm00001d049997	Zm00008a015912
Nonsyntenic_Dup_1677	Cluster_1656	NA	Zm00001d050076,Zm00001d050074,Zm00001d050077	Zm00008a015962
Nonsyntenic_Dup_1678	Cluster_1659	Cluster_0624	Zm00001d050140,Zm00001d050141	Zm00008a016010,Zm00008a016009
Nonsyntenic_Dup_1679	Cluster_1660	Cluster_0625	Zm00001d050160,Zm00001d050171	Zm00008a016027,Zm00008a016035
Nonsyntenic_Dup_1680	Cluster_1661	NA	Zm00001d050170,Zm00001d050169	Zm00008a016033
Nonsyntenic_Dup_1681	Cluster_1660	NA	Zm00001d050160,Zm00001d050171	Zm00008a016034
Nonsyntenic_Dup_1682	Cluster_1662	Cluster_0626	Zm00001d050196,Zm00001d050198	Zm00008a016063,Zm00008a016062
Nonsyntenic_Dup_1683	Cluster_1664	NA	Zm00001d050388,Zm00001d050386	Zm00008a016207
Nonsyntenic_Dup_1684	NA	Cluster_0631	Zm00001d050470	Zm00008a016268,Zm00008a016266
Nonsyntenic_Dup_1685	Cluster_1665	Cluster_0632	Zm00001d050493,Zm00001d050479	Zm00008a016272,Zm00008a016284
Nonsyntenic_Dup_1686	Cluster_1665	NA	Zm00001d050493,Zm00001d050479	Zm00008a016283
Nonsyntenic_Dup_1687	Cluster_1666	NA	Zm00001d050609,Zm00001d050608	Zm00008a016325
Nonsyntenic_Dup_1688	NA	Cluster_0635	Zm00001d050678	Zm00008a016436,Zm00008a016441
Nonsyntenic_Dup_1689	Cluster_1667	NA	Zm00001d050682,Zm00001d050684	Zm00008a016438
Nonsyntenic_Dup_1690	Cluster_1668	Cluster_0636	Zm00001d050920,Zm00001d050921	Zm00008a016591,Zm00008a016592
Nonsyntenic_Dup_1691	Cluster_1669	Cluster_0637	Zm00001d051021,Zm00001d051033	Zm00008a016652,Zm00008a016649
Nonsyntenic_Dup_1692	Cluster_1670	Cluster_0639	Zm00001d051083,Zm00001d051085,Zm00001d051096,Zm00001d051094,Zm00001d051099,Zm00001d051088,Zm00001d051089,Zm00001d051093	Zm00008a016704,Zm00008a016707,Zm00008a016702,Zm00008a016695,Zm00008a016692,Zm00008a016693,Zm00008a016690,Zm00008a016698,Zm00008a016699,Zm00008a016689,Zm00008a016688
Nonsyntenic_Dup_1693	Cluster_1670	NA	Zm00001d051083,Zm00001d051085,Zm00001d051096,Zm00001d051094,Zm00001d051099,Zm00001d051088,Zm00001d051089,Zm00001d051093	Zm00008a016694
Nonsyntenic_Dup_1694	Cluster_1671	Cluster_0641	Zm00001d051161,Zm00001d051166,Zm00001d051163	Zm00008a016754,Zm00008a016751,Zm00008a016750
Nonsyntenic_Dup_1695	NA	Cluster_0641	Zm00001d051164	Zm00008a016754,Zm00008a016751,Zm00008a016750
Nonsyntenic_Dup_1696	Cluster_1672	Cluster_0643	Zm00001d051200,Zm00001d051199,Zm00001d051202	Zm00008a016775,Zm00008a016774,Zm00008a016776,Zm00008a016771,Zm00008a016773
Nonsyntenic_Dup_1697	Cluster_1676	Cluster_0646	Zm00001d051314,Zm00001d051313	Zm00008a016854,Zm00008a016859
Nonsyntenic_Dup_1698	Cluster_1677	NA	Zm00001d051336,Zm00001d051335	Zm00008a016872
Nonsyntenic_Dup_1699	Cluster_1678	NA	Zm00001d051350,Zm00001d051355	Zm00008a016882
Nonsyntenic_Dup_1700	Cluster_1679	Cluster_0647	Zm00001d051397,Zm00001d051399	Zm00008a016913,Zm00008a016912
Nonsyntenic_Dup_1701	Cluster_1680	NA	Zm00001d051410,Zm00001d051411	Zm00008a016920
Nonsyntenic_Dup_1702	Cluster_1681	NA	Zm00001d051412,Zm00001d051413	Zm00008a016921
Nonsyntenic_Dup_1703	Cluster_1682	NA	Zm00001d051419,Zm00001d051418	Zm00008a016924
Nonsyntenic_Dup_1704	Cluster_1685	NA	Zm00001d051609,Zm00001d051607	Zm00008a017093
Nonsyntenic_Dup_1705	NA	Cluster_0651	Zm00001d051689	Zm00008a017156,Zm00008a017155
Nonsyntenic_Dup_1706	Cluster_1688	Cluster_0652	Zm00001d051695,Zm00001d051693,Zm00001d051692	Zm00008a017159,Zm00008a017162,Zm00008a017160
Nonsyntenic_Dup_1707	Cluster_1689	Cluster_0653	Zm00001d051722,Zm00001d051735,Zm00001d051720,Zm00001d051719,Zm00001d051710,Zm00001d051732,Zm00001d051730,Zm00001d051707,Zm00001d051712,Zm00001d051715,Zm00001d051711,Zm00001d051724,Zm00001d051726,Zm00001d051708,Zm00001d051706,Zm00001d051727	Zm00008a017175,Zm00008a017176,Zm00008a017171,Zm00008a017196,Zm00008a017194,Zm00008a017195,Zm00008a017192,Zm00008a017193,Zm00008a017185,Zm00008a017184,Zm00008a017187,Zm00008a017186,Zm00008a017189,Zm00008a017173
Nonsyntenic_Dup_1708	Cluster_1690	NA	Zm00001d051965,Zm00001d051964,Zm00001d051963,Zm00001d051961	Zm00008a017391
Nonsyntenic_Dup_1709	Cluster_1691	NA	Zm00001d052016,Zm00001d052015	Zm00008a017416
Nonsyntenic_Dup_1710	Cluster_1692	Cluster_0655	Zm00001d052089,Zm00001d052091,Zm00001d052090	Zm00008a017479,Zm00008a017478,Zm00008a017477
Nonsyntenic_Dup_1711	NA	Cluster_0656	Zm00001d052095	Zm00008a017484,Zm00008a017485
Nonsyntenic_Dup_1712	Cluster_1693	NA	Zm00001d052165,Zm00001d052164	Zm00008a017540
Nonsyntenic_Dup_1713	Cluster_1695	Cluster_0658	Zm00001d052205,Zm00001d052206	Zm00008a017573,Zm00008a017574
Nonsyntenic_Dup_1714	Cluster_1696	Cluster_0659	Zm00001d052209,Zm00001d052210,Zm00001d052211	Zm00008a017580,Zm00008a017577,Zm00008a017578
Nonsyntenic_Dup_1715	Cluster_1697	NA	Zm00001d052336,Zm00001d052335	Zm00008a017666
Nonsyntenic_Dup_1716	NA	Cluster_0661	Zm00001d052351	Zm00008a017677,Zm00008a017679,Zm00008a017678
Nonsyntenic_Dup_1717	Cluster_1699	Cluster_0662	Zm00001d052372,Zm00001d052373,Zm00001d052371,Zm00001d052374	Zm00008a017695,Zm00008a017696,Zm00008a017697
Nonsyntenic_Dup_1718	Cluster_1700	Cluster_0663	Zm00001d052412,Zm00001d052413	Zm00008a017744,Zm00008a017731
Nonsyntenic_Dup_1719	Cluster_1700	Cluster_0664	Zm00001d052412,Zm00001d052413	Zm00008a017745,Zm00008a017733
Nonsyntenic_Dup_1720	Cluster_1701	NA	Zm00001d052421,Zm00001d052420	Zm00008a017739
Nonsyntenic_Dup_1721	NA	Cluster_0663	Zm00001d052430	Zm00008a017744,Zm00008a017731
Nonsyntenic_Dup_1722	NA	Cluster_0664	Zm00001d052431	Zm00008a017745,Zm00008a017733
Nonsyntenic_Dup_1723	Cluster_1703	Cluster_0666	Zm00001d052464,Zm00001d052463	Zm00008a017770,Zm00008a017771
Nonsyntenic_Dup_1724	Cluster_1705	Cluster_0351	Zm00001d052501,Zm00001d052505	Zm00008a008880,Zm00008a008882
